Date,Team,Opponent, Score,Opponent Score,Home,Playoff Game?, Odds Open, Line Open,Win %,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense,Opponent Win %,Opponent Total DVOA Rank,Opponent Total DVOA,Opponent Weighted DVOA Rank,Opponent Weighted DVOA,Opponent Offense DVOA Rank,Opponent Offense DVOA,Opponent Offense Weighted DVOA Rank,Opponent Offense Weighted DVOA,Opponent Defense DVOA Rank,Opponent Defense DVOA,Opponent Defense Weighted DVOA Rank,Opponent Defense Weighted DVOA,Opponent Special Teams DVOA Rank,Opponent Special Teams DVOA,Opponent Special Teams Weighted DVOA Rank,Opponent Special Teams Weighted DVOA,Opponent OffenseDVOA Rank,Opponent OffenseDVOA,Opponent Offense WeightedDVOA Rank,Opponent Offense WeightedDVOA,Opponent PassOffense Rank,Opponent PassOffense,Opponent RushOffense Rank,Opponent RushOffense,Opponent DefenseDVOA Rank,Opponent DefenseDVOA,Opponent Defense WeightedDVOA Rank,Opponent Defense WeightedDVOA,Opponent PassDefense Rank,Opponent PassDefense,Opponent RushDefense Rank,Opponent RushDefense,Wins,Losses,Ties,Opponent Wins,Opponent Losses,Opponent Ties
2015 Week 10,SEA,ARI,32,39,,N,1.63,-3,0.5,9,0.138,7,0.158,15,-0.006,14,-0.001,7,-0.085,7,-0.104,3,0.058,4,0.056,15,-0.006,14,-0.001,18,0.111,13,-0.05,7,-0.085,7,-0.104,9,0.002,10,-0.19,0.75,2,0.384,2,0.352,3,0.199,3,0.183,3,-0.2,3,-0.195,16,-0.014,20,-0.025,3,0.199,3,0.183,2,0.504,18,-0.106,3,-20,3,-0.195,5,-13.1,2,-0.314,4,4,,6,2,
2015 Week 10,DEN,KC,13,29,,N,1.37,-7,0.875,8,0.152,6,0.16,31,-0.178,28,-0.153,1,-0.29,1,-0.276,6,0.04,7,0.037,31,-0.178,28,-0.153,30,-0.101,22,-0.209,1,-0.29,1,-0.276,1,-0.325,5,-0.244,0.375,11,0.101,11,0.126,9,0.08,9,0.091,16,0.022,15,0.011,5,0.044,5,0.046,9,0.08,9,0.091,14,0.146,3,0.062,16,2.2,15,0.011,17,14.5,16,-0.159,7,1,,3,5,
2015 Week 10,NYG,NE,26,27,,N,3.77,7.5,0.555555556,16,-0.014,15,-0.012,16,-0.022,16,-0.017,21,0.054,23,0.057,2,0.063,2,0.062,16,-0.022,16,-0.017,15,0.129,20,-0.168,21,0.054,23,0.057,24,0.202,17,-0.151,1,1,0.402,1,0.395,1,0.255,2,0.236,8,-0.079,8,-0.089,1,0.069,1,0.07,1,0.255,2,0.236,3,0.466,6,0.043,8,-7.9,8,-0.089,8,-0.8,6,-0.209,5,4,,8,0,
2015 Week 10,OAK,MIN,14,30,,N,1.67,-3,0.5,12,0.084,12,0.119,6,0.126,4,0.152,22,0.056,20,0.042,10,0.013,12,0.01,6,0.126,4,0.152,6,0.352,15,-0.071,22,0.056,20,0.042,21,0.187,14,-0.16,0.75,26,-0.161,25,-0.132,26,-0.124,26,-0.123,23,0.067,22,0.047,8,0.031,6,0.037,26,-0.124,26,-0.123,27,-0.032,19,-0.147,23,6.7,22,0.047,20,17.5,23,-0.075,4,4,,6,2,
2015 Week 10,BAL,JAX,20,22,,N,1.44,-6.5,0.25,17,-0.065,18,-0.073,18,-0.026,18,-0.023,25,0.096,28,0.109,4,0.056,3,0.059,18,-0.026,18,-0.023,24,0.04,10,-0.035,25,0.096,28,0.109,30,0.277,11,-0.19,0.25,22,-0.113,24,-0.119,17,-0.025,17,-0.022,17,0.024,18,0.036,29,-0.064,29,-0.062,17,-0.025,17,-0.022,11,0.2,31,-0.32,17,2.4,18,0.036,26,25.6,4,-0.275,2,6,,2,6,
2015 Week 10,GB,DET,16,18,,N,1.17,-13,0.75,6,0.158,10,0.131,5,0.147,6,0.122,12,-0.008,12,-0.008,13,0.003,14,0,5,0.147,6,0.122,4,0.396,16,-0.098,12,-0.008,12,-0.008,11,0.038,24,-0.074,0.125,31,-0.304,31,-0.309,30,-0.17,30,-0.173,26,0.105,26,0.105,23,-0.029,23,-0.032,30,-0.17,30,-0.173,28,-0.055,32,-0.336,26,10.5,26,0.105,28,26.9,21,-0.085,6,2,,1,7,
2015 Week 10,PHI,MIA,19,20,,N,1.39,-6.5,0.5,10,0.111,8,0.147,22,-0.047,19,-0.03,6,-0.164,5,-0.174,15,-0.006,13,0.003,22,-0.047,19,-0.03,26,-0.023,4,0.05,6,-0.164,5,-0.174,4,-0.143,8,-0.193,0.375,23,-0.117,22,-0.108,13,0.027,12,0.043,29,0.119,29,0.12,20,-0.025,22,-0.03,13,0.027,12,0.043,21,0.089,2,0.064,29,11.9,29,0.12,27,26.1,28,-0.036,4,4,,3,5,
2015 Week 10,PIT,CLE,30,9,,N,1.47,-4.5,0.555555556,7,0.153,9,0.144,4,0.166,5,0.14,11,-0.013,9,-0.025,21,-0.026,18,-0.021,4,0.166,5,0.14,9,0.266,1,0.139,11,-0.013,9,-0.025,14,0.102,7,-0.193,0.222222222,28,-0.197,28,-0.196,25,-0.121,25,-0.118,27,0.112,27,0.106,7,0.036,9,0.028,25,-0.121,25,-0.118,16,0.121,29,-0.292,27,11.2,27,0.106,25,22,31,-0.003,5,4,,2,7,
2015 Week 10,STL,CHI,13,37,,N,1.32,-8,0.5,14,0.063,13,0.064,28,-0.151,29,-0.161,2,-0.214,2,-0.227,14,0,15,-0.002,28,-0.151,29,-0.161,32,-0.129,14,-0.06,2,-0.214,2,-0.227,3,-0.167,3,-0.291,0.375,30,-0.248,30,-0.227,23,-0.049,23,-0.045,28,0.115,25,0.097,32,-0.084,32,-0.084,23,-0.049,23,-0.045,20,0.101,17,-0.102,28,11.5,25,0.097,23,19.9,30,-0.004,4,4,,3,5,
2015 Week 10,TB,DAL,10,6,,N,1.81,-1,0.375,24,-0.129,20,-0.085,24,-0.085,21,-0.037,15,0.014,16,0.012,24,-0.031,26,-0.036,24,-0.085,21,-0.037,22,0.084,21,-0.171,15,0.014,16,0.012,19,0.168,13,-0.175,0.25,18,-0.082,21,-0.099,19,-0.035,22,-0.038,18,0.024,19,0.038,18,-0.023,19,-0.023,19,-0.035,22,-0.038,23,0.045,8,0.014,18,2.4,19,0.038,13,10,22,-0.077,3,5,,2,6,
2015 Week 10,TEN,CAR,10,27,,N,2.88,4,0.25,25,-0.152,26,-0.177,29,-0.167,31,-0.186,9,-0.042,10,-0.024,22,-0.027,17,-0.015,29,-0.167,31,-0.186,29,-0.061,25,-0.229,9,-0.042,10,-0.024,7,-0.023,26,-0.064,1,4,0.191,4,0.204,10,0.06,10,0.073,4,-0.19,4,-0.183,28,-0.059,28,-0.052,10,0.06,10,0.073,12,0.192,9,-0.005,4,-19,4,-0.183,2,-19.4,12,-0.184,2,6,,8,0,
2015 Week 10,WAS,NO,47,14,,N,1.98,0,0.375,21,-0.106,23,-0.111,21,-0.042,24,-0.05,24,0.07,24,0.077,12,0.006,10,0.016,21,-0.042,24,-0.05,13,0.188,27,-0.249,24,0.07,24,0.077,22,0.193,25,-0.072,0.444444444,20,-0.091,19,-0.078,7,0.107,7,0.121,31,0.155,31,0.158,27,-0.043,27,-0.041,7,0.107,7,0.121,7,0.289,12,-0.049,31,15.5,31,0.158,32,37.4,9,-0.192,3,5,,4,5,
2015 Week 10,TEN,JAX,13,19,,N,2.31,3,0.25,25,-0.152,26,-0.177,29,-0.167,31,-0.186,9,-0.042,10,-0.024,22,-0.027,17,-0.015,29,-0.167,31,-0.186,29,-0.061,25,-0.229,9,-0.042,10,-0.024,7,-0.023,26,-0.064,0.25,22,-0.113,24,-0.119,17,-0.025,17,-0.022,17,0.024,18,0.036,29,-0.064,29,-0.062,17,-0.025,17,-0.022,11,0.2,31,-0.32,17,2.4,18,0.036,26,25.6,4,-0.275,2,6,,2,6,
2015 Week 10,HOU,CIN,10,6,,N,5.61,10.5,0.375,29,-0.217,29,-0.207,27,-0.13,27,-0.13,14,0.014,14,0.011,31,-0.073,31,-0.066,27,-0.13,27,-0.13,25,0.031,30,-0.304,14,0.014,14,0.011,15,0.102,20,-0.109,1,3,0.304,3,0.288,2,0.248,1,0.241,10,-0.029,11,-0.012,9,0.026,8,0.035,2,0.248,1,0.241,1,0.545,7,0.02,10,-2.9,11,-0.012,10,3.6,19,-0.141,3,5,,8,0,
2015 Week 10,ARI,SEA,39,32,,N,2.43,3,0.75,2,0.384,2,0.352,3,0.199,3,0.183,3,-0.2,3,-0.195,16,-0.014,20,-0.025,3,0.199,3,0.183,2,0.504,18,-0.106,3,-0.2,3,-0.195,5,-0.131,2,-0.314,0.5,9,0.138,7,0.158,15,-0.006,14,-0.001,7,-0.085,7,-0.104,3,0.058,4,0.056,15,-0.006,14,-0.001,18,0.111,13,-0.05,7,-8.5,7,-0.104,9,0.2,10,-0.19,6,2,,4,4,
2015 Week 10,KC,DEN,29,13,,N,3.39,7,0.375,11,0.101,11,0.126,9,0.08,9,0.091,16,0.022,15,0.011,5,0.044,5,0.046,9,0.08,9,0.091,14,0.146,3,0.062,16,0.022,15,0.011,17,0.145,16,-0.159,0.875,8,0.152,6,0.16,31,-0.178,28,-0.153,1,-0.29,1,-0.276,6,0.04,7,0.037,31,-0.178,28,-0.153,30,-0.101,22,-0.209,1,-29,1,-0.276,1,-32.5,5,-0.244,3,5,,7,1,
2015 Week 10,NE,NYG,27,26,,N,1.32,-7.5,1,1,0.402,1,0.395,1,0.255,2,0.236,8,-0.079,8,-0.089,1,0.069,1,0.07,1,0.255,2,0.236,3,0.466,6,0.043,8,-0.079,8,-0.089,8,-0.008,6,-0.209,0.555555556,16,-0.014,15,-0.012,16,-0.022,16,-0.017,21,0.054,23,0.057,2,0.063,2,0.062,16,-0.022,16,-0.017,15,0.129,20,-0.168,21,5.4,23,0.057,24,20.2,17,-0.151,8,0,,5,4,
2015 Week 10,MIN,OAK,30,14,,N,2.36,3,0.75,26,-0.161,25,-0.132,26,-0.124,26,-0.123,23,0.067,22,0.047,8,0.031,6,0.037,26,-0.124,26,-0.123,27,-0.032,19,-0.147,23,0.067,22,0.047,20,0.175,23,-0.075,0.5,12,0.084,12,0.119,6,0.126,4,0.152,22,0.056,20,0.042,10,0.013,12,0.01,6,0.126,4,0.152,6,0.352,15,-0.071,22,5.6,20,0.042,21,18.7,14,-0.16,6,2,,4,4,
2015 Week 10,JAX,BAL,22,20,,N,3.04,6.5,0.25,22,-0.113,24,-0.119,17,-0.025,17,-0.022,17,0.024,18,0.036,29,-0.064,29,-0.062,17,-0.025,17,-0.022,11,0.2,31,-0.32,17,0.024,18,0.036,26,0.256,4,-0.275,0.25,17,-0.065,18,-0.073,18,-0.026,18,-0.023,25,0.096,28,0.109,4,0.056,3,0.059,18,-0.026,18,-0.023,24,0.04,10,-0.035,25,9.6,28,0.109,30,27.7,11,-0.19,2,6,,2,6,
2015 Week 10,DET,GB,18,16,,N,5.98,13,0.125,31,-0.304,31,-0.309,30,-0.17,30,-0.173,26,0.105,26,0.105,23,-0.029,23,-0.032,30,-0.17,30,-0.173,28,-0.055,32,-0.336,26,0.105,26,0.105,28,0.269,21,-0.085,0.75,6,0.158,10,0.131,5,0.147,6,0.122,12,-0.008,12,-0.008,13,0.003,14,0,5,0.147,6,0.122,4,0.396,16,-0.098,12,-0.8,12,-0.008,11,3.8,24,-0.074,1,7,,6,2,
2015 Week 10,MIA,PHI,20,19,,N,3.27,6.5,0.375,23,-0.117,22,-0.108,13,0.027,12,0.043,29,0.119,29,0.12,20,-0.025,22,-0.03,13,0.027,12,0.043,21,0.089,2,0.064,29,0.119,29,0.12,27,0.261,28,-0.036,0.5,10,0.111,8,0.147,22,-0.047,19,-0.03,6,-0.164,5,-0.174,15,-0.006,13,0.003,22,-0.047,19,-0.03,26,-0.023,4,0.05,6,-16.4,5,-0.174,4,-14.3,8,-0.193,3,5,,4,4,
2015 Week 10,CLE,PIT,9,30,,N,2.93,4.5,0.222222222,28,-0.197,28,-0.196,25,-0.121,25,-0.118,27,0.112,27,0.106,7,0.036,9,0.028,25,-0.121,25,-0.118,16,0.121,29,-0.292,27,0.112,27,0.106,25,0.22,31,-0.003,0.555555556,7,0.153,9,0.144,4,0.166,5,0.14,11,-0.013,9,-0.025,21,-0.026,18,-0.021,4,0.166,5,0.14,9,0.266,1,0.139,11,-1.3,9,-0.025,14,10.2,7,-0.193,2,7,,5,4,
2015 Week 10,CHI,STL,37,13,,N,3.77,8,0.375,30,-0.248,30,-0.227,23,-0.049,23,-0.045,28,0.115,25,0.097,32,-0.084,32,-0.084,23,-0.049,23,-0.045,20,0.101,17,-0.102,28,0.115,25,0.097,23,0.199,30,-0.004,0.5,14,0.063,13,0.064,28,-0.151,29,-0.161,2,-0.214,2,-0.227,14,0,15,-0.002,28,-0.151,29,-0.161,32,-0.129,14,-0.06,2,-21.4,2,-0.227,3,-16.7,3,-0.291,3,5,,4,4,
2015 Week 10,DAL,TB,6,10,,N,2.12,1,0.25,18,-0.082,21,-0.099,19,-0.035,22,-0.038,18,0.024,19,0.038,18,-0.023,19,-0.023,19,-0.035,22,-0.038,23,0.045,8,0.014,18,0.024,19,0.038,13,0.1,22,-0.077,0.375,24,-0.129,20,-0.085,24,-0.085,21,-0.037,15,0.014,16,0.012,24,-0.031,26,-0.036,24,-0.085,21,-0.037,22,0.084,21,-0.171,15,1.4,16,0.012,19,16.8,13,-0.175,2,6,,3,5,
2015 Week 10,CAR,TEN,27,10,,N,1.48,-4,1,4,0.191,4,0.204,10,0.06,10,0.073,4,-0.19,4,-0.183,28,-0.059,28,-0.052,10,0.06,10,0.073,12,0.192,9,-0.005,4,-0.19,4,-0.183,2,-0.194,12,-0.184,0.25,25,-0.152,26,-0.177,29,-0.167,31,-0.186,9,-0.042,10,-0.024,22,-0.027,17,-0.015,29,-0.167,31,-0.186,29,-0.061,25,-0.229,9,-4.2,10,-0.024,7,-2.3,26,-0.064,8,0,,2,6,
2015 Week 10,NO,WAS,14,47,,N,1.93,0,0.444444444,20,-0.091,19,-0.078,7,0.107,7,0.121,31,0.155,31,0.158,27,-0.043,27,-0.041,7,0.107,7,0.121,7,0.289,12,-0.049,31,0.155,31,0.158,32,0.374,9,-0.192,0.375,21,-0.106,23,-0.111,21,-0.042,24,-0.05,24,0.07,24,0.077,12,0.006,10,0.016,21,-0.042,24,-0.05,13,0.188,27,-0.249,24,7,24,0.077,22,19.3,25,-0.072,4,5,,3,5,
2015 Week 9,NYJ,BUF,17,22,,N,1.71,-3,0.571428571,5,0.21,5,0.206,8,0.095,8,0.102,6,-0.176,6,-0.167,28,-0.061,28,-0.064,8,0.095,8,0.102,6,0.372,19,-0.155,6,-0.176,6,-0.167,6,-0.093,1,-0.342,0.428571429,14,0.024,15,0.001,12,0.039,14,0.021,15,0.019,15,0.017,12,0.003,15,-0.003,12,0.039,14,0.021,13,0.183,13,-0.056,15,1.9,15,0.017,13,7.3,25,-0.071,4,3,,3,4,
2015 Week 9,SD,CHI,19,22,,N,1.51,-4,0.25,25,-0.173,26,-0.173,10,0.051,10,0.055,31,0.153,31,0.159,29,-0.071,30,-0.069,10,0.051,10,0.055,7,0.317,28,-0.255,31,0.153,31,0.159,28,0.271,31,0.007,0.285714286,30,-0.265,30,-0.25,20,-0.058,20,-0.058,29,0.128,29,0.113,32,-0.079,32,-0.079,20,-0.058,20,-0.058,19,0.095,18,-0.111,29,12.8,29,0.113,24,22.6,28,-0.006,2,6,,2,5,
2015 Week 9,DAL,PHI,27,33,,N,2.26,3,0.285714286,20,-0.109,23,-0.124,21,-0.072,23,-0.082,11,-0.014,12,-0.011,26,-0.051,27,-0.054,21,-0.072,23,-0.082,25,-0.007,9,0.006,11,-0.014,12,-0.011,12,0.065,18,-0.125,0.428571429,11,0.112,10,0.124,22,-0.077,22,-0.073,3,-0.195,3,-0.199,14,-0.006,14,-0.002,22,-0.077,22,-0.073,26,-0.032,11,-0.025,3,-19.5,3,-0.199,4,-18.1,7,-0.216,2,5,,3,4,
2015 Week 9,IND,DEN,27,24,,N,2.97,3,0.375,22,-0.123,22,-0.118,23,-0.08,24,-0.088,19,0.037,19,0.031,15,-0.006,13,0,23,-0.08,24,-0.088,22,0.045,27,-0.231,19,0.037,19,0.031,18,0.174,17,-0.139,1,6,0.198,4,0.209,30,-0.176,29,-0.156,1,-0.361,1,-0.355,11,0.014,11,0.01,30,-0.176,29,-0.156,30,-0.109,24,-0.18,1,-36.1,1,-0.355,1,-45.2,4,-0.236,3,5,,7,0,
2015 Week 9,SF,ATL,17,16,,N,3.54,4,0.25,32,-0.417,32,-0.434,32,-0.216,31,-0.232,32,0.171,32,0.176,22,-0.03,21,-0.026,32,-0.216,31,-0.232,31,-0.151,26,-0.215,32,0.171,32,0.176,31,0.297,32,0.025,0.75,16,-0.002,16,-0.014,11,0.043,12,0.033,14,-0.003,13,-0.005,25,-0.048,25,-0.052,11,0.043,12,0.033,17,0.127,7,0.016,14,-0.3,13,-0.005,14,9.5,13,-0.157,2,6,,6,2,
2015 Week 9,TB,NYG,18,32,,N,2.2,2.5,0.428571429,23,-0.151,21,-0.111,24,-0.095,21,-0.06,20,0.041,20,0.034,18,-0.015,17,-0.017,24,-0.095,21,-0.06,20,0.074,23,-0.162,20,0.041,20,0.034,26,0.238,8,-0.2,0.5,15,0.004,14,0.004,14,0.024,13,0.027,23,0.075,24,0.078,4,0.055,4,0.056,14,0.024,13,0.027,11,0.203,20,-0.156,23,7.5,24,0.078,23,21.2,21,-0.112,3,4,,4,4,
2015 Week 9,BUF,MIA,33,17,,N,1.67,-3,0.428571429,14,0.024,15,0.001,12,0.039,14,0.021,15,0.019,15,0.017,12,0.003,15,-0.003,12,0.039,14,0.021,13,0.183,13,-0.056,15,0.019,15,0.017,13,0.073,25,-0.071,0.428571429,21,-0.115,20,-0.107,18,-0.029,18,-0.017,22,0.069,22,0.068,19,-0.018,20,-0.022,18,-0.029,18,-0.017,24,0.028,6,0.018,22,6.9,22,0.068,25,23.2,19,-0.123,3,4,,3,4,
2015 Week 9,CAR,GB,37,29,,N,2.29,2.5,1,7,0.152,7,0.16,13,0.028,11,0.034,5,-0.182,5,-0.179,27,-0.058,26,-0.053,13,0.028,11,0.034,18,0.107,5,0.021,5,-0.182,5,-0.179,2,-0.2,15,-0.153,0.857142857,4,0.219,6,0.201,4,0.17,5,0.15,9,-0.034,8,-0.038,10,0.015,10,0.013,4,0.17,5,0.15,4,0.433,14,-0.056,9,-3.4,8,-0.038,8,-3.7,27,-0.029,7,0,,6,1,
2015 Week 9,MIN,STL,21,18,,N,1.72,-2.5,0.714285714,27,-0.183,25,-0.161,27,-0.134,27,-0.131,25,0.082,21,0.067,8,0.033,8,0.037,27,-0.134,27,-0.131,27,-0.04,21,-0.16,25,0.082,21,0.067,20,0.194,23,-0.079,0.571428571,13,0.078,13,0.076,28,-0.145,28,-0.153,2,-0.231,2,-0.237,16,-0.009,16,-0.009,28,-0.145,28,-0.153,29,-0.09,15,-0.066,2,-23.1,2,-0.237,3,-18.4,2,-0.315,5,2,,4,3,
2015 Week 9,NE,WAS,27,10,,N,1.09,-14,1,1,0.404,1,0.402,1,0.3,1,0.287,10,-0.025,9,-0.033,1,0.079,1,0.081,1,0.3,1,0.287,3,0.503,1,0.095,10,-0.025,9,-0.033,11,0.046,14,-0.153,0.428571429,19,-0.08,19,-0.071,16,-0.001,16,0.005,24,0.081,25,0.084,13,0.001,12,0.008,16,-0.001,16,0.005,10,0.238,25,-0.207,24,8.1,25,0.084,21,19.6,26,-0.059,7,0,,3,4,
2015 Week 9,NO,TEN,28,34,,N,1.24,-7.5,0.5,18,-0.064,17,-0.054,7,0.113,7,0.118,30,0.14,30,0.135,24,-0.036,24,-0.037,7,0.113,7,0.118,8,0.256,8,0.011,30,0.14,30,0.135,32,0.313,16,-0.139,0.142857143,28,-0.199,29,-0.237,31,-0.211,32,-0.235,8,-0.042,10,-0.026,23,-0.031,22,-0.028,31,-0.211,32,-0.235,32,-0.178,22,-0.162,8,-4.2,10,-0.026,7,-7.9,30,0,4,4,,1,6,
2015 Week 9,NYJ,JAX,28,23,,N,1.3,-7.5,0.571428571,5,0.21,5,0.206,8,0.095,8,0.102,6,-0.176,6,-0.167,28,-0.061,28,-0.064,8,0.095,8,0.102,6,0.372,19,-0.155,6,-0.176,6,-0.167,6,-0.093,1,-0.342,0.285714286,26,-0.175,27,-0.177,19,-0.039,19,-0.035,21,0.064,23,0.071,30,-0.073,31,-0.071,19,-0.039,19,-0.035,12,0.183,31,-0.306,21,6.4,23,0.071,29,27.9,6,-0.217,4,3,,2,5,
2015 Week 9,PIT,OAK,38,35,,N,1.48,-5.5,0.5,10,0.119,12,0.115,5,0.139,6,0.123,13,-0.004,11,-0.012,20,-0.024,19,-0.019,5,0.139,6,0.123,9,0.252,2,0.091,13,-0.004,11,-0.012,15,0.11,11,-0.18,0.571428571,9,0.123,8,0.151,6,0.136,4,0.156,18,0.029,16,0.021,9,0.016,9,0.016,6,0.136,4,0.156,5,0.379,16,-0.073,18,2.9,16,0.021,19,17.4,5,-0.218,4,4,,4,3,
2015 Week 9,CIN,CLE,31,10,,N,1.21,-10.5,1,3,0.306,3,0.292,2,0.259,2,0.255,12,-0.01,14,0.007,7,0.037,7,0.043,2,0.259,2,0.255,1,0.524,3,0.077,12,-0.01,14,0.007,10,0.041,22,-0.095,0.25,24,-0.163,24,-0.152,25,-0.104,25,-0.096,27,0.106,26,0.101,5,0.047,6,0.046,25,-0.104,25,-0.096,15,0.138,29,-0.272,27,10.6,26,0.101,22,20.5,29,-0.002,7,0,,2,6,
2015 Week 9,BUF,NYJ,22,17,,N,2.27,3,0.428571429,14,0.024,15,0.001,12,0.039,14,0.021,15,0.019,15,0.017,12,0.003,15,-0.003,12,0.039,14,0.021,13,0.183,13,-0.056,15,0.019,15,0.017,13,0.073,25,-0.071,0.571428571,5,0.21,5,0.206,8,0.095,8,0.102,6,-0.176,6,-0.167,28,-0.061,28,-0.064,8,0.095,8,0.102,6,0.372,19,-0.155,6,-17.6,6,-0.167,6,-9.3,1,-0.342,3,4,,4,3,
2015 Week 9,CHI,SD,22,19,,N,2.75,4,0.285714286,30,-0.265,30,-0.25,20,-0.058,20,-0.058,29,0.128,29,0.113,32,-0.079,32,-0.079,20,-0.058,20,-0.058,19,0.095,18,-0.111,29,0.128,29,0.113,24,0.226,28,-0.006,0.25,25,-0.173,26,-0.173,10,0.051,10,0.055,31,0.153,31,0.159,29,-0.071,30,-0.069,10,0.051,10,0.055,7,0.317,28,-0.255,31,15.3,31,0.159,28,27.1,31,0.007,2,5,,2,6,
2015 Week 9,PHI,DAL,33,27,,N,1.72,-3,0.428571429,11,0.112,10,0.124,22,-0.077,22,-0.073,3,-0.195,3,-0.199,14,-0.006,14,-0.002,22,-0.077,22,-0.073,26,-0.032,11,-0.025,3,-0.195,3,-0.199,4,-0.181,7,-0.216,0.285714286,20,-0.109,23,-0.124,21,-0.072,23,-0.082,11,-0.014,12,-0.011,26,-0.051,27,-0.054,21,-0.072,23,-0.082,25,-0.007,9,0.006,11,-1.4,12,-0.011,12,6.5,18,-0.125,3,4,,2,5,
2015 Week 9,DEN,IND,24,27,,N,1.45,-3,1,6,0.198,4,0.209,30,-0.176,29,-0.156,1,-0.361,1,-0.355,11,0.014,11,0.01,30,-0.176,29,-0.156,30,-0.109,24,-0.18,1,-0.361,1,-0.355,1,-0.452,4,-0.236,0.375,22,-0.123,22,-0.118,23,-0.08,24,-0.088,19,0.037,19,0.031,15,-0.006,13,0,23,-0.08,24,-0.088,22,0.045,27,-0.231,19,3.7,19,0.031,18,17.4,17,-0.139,7,0,,3,5,
2015 Week 9,ATL,SF,16,17,,N,1.35,-4,0.75,16,-0.002,16,-0.014,11,0.043,12,0.033,14,-0.003,13,-0.005,25,-0.048,25,-0.052,11,0.043,12,0.033,17,0.127,7,0.016,14,-0.003,13,-0.005,14,0.095,13,-0.157,0.25,32,-0.417,32,-0.434,32,-0.216,31,-0.232,32,0.171,32,0.176,22,-0.03,21,-0.026,32,-0.216,31,-0.232,31,-0.151,26,-0.215,32,17.1,32,0.176,31,29.7,32,0.025,6,2,,2,6,
2015 Week 9,NYG,TB,32,18,,N,1.76,-2.5,0.5,15,0.004,14,0.004,14,0.024,13,0.027,23,0.075,24,0.078,4,0.055,4,0.056,14,0.024,13,0.027,11,0.203,20,-0.156,23,0.075,24,0.078,23,0.212,21,-0.112,0.428571429,23,-0.151,21,-0.111,24,-0.095,21,-0.06,20,0.041,20,0.034,18,-0.015,17,-0.017,24,-0.095,21,-0.06,20,0.074,23,-0.162,20,4.1,20,0.034,26,23.8,8,-0.2,4,4,,3,4,
2015 Week 9,MIA,BUF,17,33,,N,2.36,3,0.428571429,21,-0.115,20,-0.107,18,-0.029,18,-0.017,22,0.069,22,0.068,19,-0.018,20,-0.022,18,-0.029,18,-0.017,24,0.028,6,0.018,22,0.069,22,0.068,25,0.232,19,-0.123,0.428571429,14,0.024,15,0.001,12,0.039,14,0.021,15,0.019,15,0.017,12,0.003,15,-0.003,12,0.039,14,0.021,13,0.183,13,-0.056,15,1.9,15,0.017,13,7.3,25,-0.071,3,4,,3,4,
2015 Week 9,GB,CAR,29,37,,N,1.7,-2.5,0.857142857,4,0.219,6,0.201,4,0.17,5,0.15,9,-0.034,8,-0.038,10,0.015,10,0.013,4,0.17,5,0.15,4,0.433,14,-0.056,9,-0.034,8,-0.038,8,-0.037,27,-0.029,1,7,0.152,7,0.16,13,0.028,11,0.034,5,-0.182,5,-0.179,27,-0.058,26,-0.053,13,0.028,11,0.034,18,0.107,5,0.021,5,-18.2,5,-0.179,2,-20,15,-0.153,6,1,,7,0,
2015 Week 9,STL,MIN,18,21,,N,2.26,2.5,0.571428571,13,0.078,13,0.076,28,-0.145,28,-0.153,2,-0.231,2,-0.237,16,-0.009,16,-0.009,28,-0.145,28,-0.153,29,-0.09,15,-0.066,2,-0.231,2,-0.237,3,-0.184,2,-0.315,0.714285714,27,-0.183,25,-0.161,27,-0.134,27,-0.131,25,0.082,21,0.067,8,0.033,8,0.037,27,-0.134,27,-0.131,27,-0.04,21,-0.16,25,8.2,21,0.067,20,19.4,23,-0.079,4,3,,5,2,
2015 Week 9,WAS,NE,10,27,,N,9.58,14,0.428571429,19,-0.08,19,-0.071,16,-0.001,16,0.005,24,0.081,25,0.084,13,0.001,12,0.008,16,-0.001,16,0.005,10,0.238,25,-0.207,24,0.081,25,0.084,21,0.196,26,-0.059,1,1,0.404,1,0.402,1,0.3,1,0.287,10,-0.025,9,-0.033,1,0.079,1,0.081,1,0.3,1,0.287,3,0.503,1,0.095,10,-2.5,9,-0.033,11,4.6,14,-0.153,3,4,,7,0,
