Date, Team,Opponent, Score,Opponent Score,Playoff Game?,Home, Odds Open, Line Open
2018 Week 10,DAL,TEN,14,28,N,y,1.37,-4.50
2018 Week 9,NE,GB,31,17,N,y,1.41,-6.50
2018 Week 9,NO,LAR,45,35,N,y,1.80,-1.00
2018 Week 9,DEN,HOU,17,19,N,y,1.71,-2.50
2018 Week 9,SEA,LAC,17,25,N,y,1.83,-2.00
2018 Week 9,BAL,PIT,16,23,N,y,1.66,-3.00
2018 Week 9,BUF,CHI,9,41,N,y,4.50,8.50
2018 Week 9,CAR,TB,42,28,N,y,1.33,-6.50
2018 Week 9,CLE,KC,21,37,N,y,4.20,8.00
2018 Week 9,MIA,NYJ,13,6,N,y,1.62,-3.00
2018 Week 9,MIN,DET,24,9,N,y,1.43,-5.00
2018 Week 9,WAS,ATL,14,38,N,y,1.80,-2.00
2018 Week 9,SF,OAK,34,3,N,y,1.60,-3.00
2018 Week 9,BUF,NE,6,25,N,y,8.00,13.00
2018 Week 9,MIN,NO,20,30,N,y,1.83,-1.50
2017 Playoffs,NE,PHI,33,41,Y,y,1.43,-6.00
2017 Playoffs,PHI,MIN,38,7,Y,y,2.53,3.50
2017 Playoffs,NE,JAX,24,20,Y,y,1.25,-9.50
2017 Playoffs,MIN,NO,29,24,Y,y,1.53,-3.50
2017 Playoffs,PIT,JAX,42,45,Y,y,1.32,-7.50
2017 Playoffs,NE,TEN,35,14,Y,y,1.12,-13.50
2017 Playoffs,PHI,ATL,15,10,Y,y,2.29,2.50
2017 Playoffs,NO,CAR,31,26,Y,y,1.41,-6.00
2017 Playoffs,JAX,BUF,10,3,Y,y,1.29,-7.50
2017 Playoffs,LAR,ATL,13,26,Y,y,1.43,-6.00
2017 Playoffs,KC,TEN,21,22,Y,y,1.31,-7.50
2017 Week 17,DEN,KC,24,27,N,y,1.56,-3.50
2017 Week 17,LAC,OAK,30,10,N,y,1.26,-9.00
2017 Week 17,LAR,SF,13,34,N,y,1.53,-6.50
2017 Week 17,SEA,ARI,24,26,N,y,1.30,-7.50
2017 Week 17,ATL,CAR,22,10,N,y,1.51,-3.50
2017 Week 17,BAL,CIN,27,31,N,y,1.23,-10.00
2017 Week 17,DET,GB,35,11,N,y,1.31,-7.50
2017 Week 17,IND,HOU,22,13,N,y,1.50,0.00
2017 Week 17,MIA,BUF,16,22,N,y,2.34,3.00
2017 Week 17,MIN,CHI,23,10,N,y,1.15,-12.50
2017 Week 17,NE,NYJ,26,6,N,y,1.08,-16.50
2017 Week 17,NYG,WAS,18,10,N,y,2.58,3.50
2017 Week 17,PHI,DAL,0,6,N,y,2.40,0.00
2017 Week 17,PIT,CLE,28,24,N,y,1.11,-16.00
2017 Week 17,TB,NO,31,24,N,y,3.73,7.50
2017 Week 17,TEN,JAX,15,10,N,y,1.53,-6.00
2017 Week 16,PHI,OAK,19,10,N,y,1.26,-9.00
2017 Week 16,HOU,PIT,6,34,N,y,4.46,10.00
2017 Week 16,ARI,NYG,23,0,N,y,1.51,-4.50
2017 Week 16,DAL,SEA,12,21,N,y,1.50,-4.50
2017 Week 16,SF,JAX,44,33,N,y,2.75,4.50
2017 Week 16,CAR,TB,22,19,N,y,1.25,-10.00
2017 Week 16,CHI,CLE,20,3,N,y,1.38,-7.00
2017 Week 16,CIN,DET,26,17,N,y,2.86,4.00
2017 Week 16,KC,MIA,29,13,N,y,1.25,-10.00
2017 Week 16,NE,BUF,37,16,N,y,1.18,-12.50
2017 Week 16,NO,ATL,23,13,N,y,1.42,-5.50
2017 Week 16,NYJ,LAC,7,14,N,y,3.48,7.50
2017 Week 16,TEN,LAR,23,27,N,y,3.39,6.50
2017 Week 16,WAS,DEN,27,11,N,y,1.56,-4.00
2017 Week 16,GB,MIN,0,16,N,y,4.30,9.00
2017 Week 16,BAL,IND,23,16,N,y,1.13,-13.50
2017 Week 15,TB,ATL,21,24,N,y,3.22,6.00
2017 Week 15,OAK,DAL,17,20,N,y,2.27,2.50
2017 Week 15,PIT,NE,24,27,N,y,2.11,2.00
2017 Week 15,SF,TEN,25,23,N,y,1.80,-2.00
2017 Week 15,SEA,LAR,7,42,N,y,1.83,0.00
2017 Week 15,BUF,MIA,24,16,N,y,1.59,-3.50
2017 Week 15,CAR,GB,31,24,N,y,1.74,-3.00
2017 Week 15,CLE,BAL,10,27,N,y,3.64,7.50
2017 Week 15,JAX,HOU,45,7,N,y,1.17,-11.00
2017 Week 15,MIN,CIN,34,7,N,y,1.18,-11.50
2017 Week 15,NO,NYJ,31,19,N,y,1.08,-14.50
2017 Week 15,NYG,PHI,29,34,N,y,3.89,7.50
2017 Week 15,WAS,ARI,20,15,N,y,1.48,-4.00
2017 Week 15,KC,LAC,30,13,N,y,2.02,0.00
2017 Week 15,DET,CHI,20,10,N,y,1.37,-6.50
2017 Week 15,IND,DEN,13,25,N,y,2.12,1.50
2017 Week 14,MIA,NE,27,20,N,y,5.31,12.00
2017 Week 14,PIT,BAL,39,38,N,y,1.44,-6.00
2017 Week 14,LAR,PHI,35,43,N,y,1.79,-1.00
2017 Week 14,NYG,DAL,10,30,N,y,2.75,6.00
2017 Week 14,ARI,TEN,12,7,N,y,2.36,3.00
2017 Week 14,DEN,NYJ,23,0,N,y,1.97,1.00
2017 Week 14,LAC,WAS,30,13,N,y,1.39,-6.50
2017 Week 14,BUF,IND,13,7,N,y,1.68,-3.50
2017 Week 14,CAR,MIN,31,24,N,y,2.26,2.00
2017 Week 14,CIN,CHI,7,33,N,y,1.38,-6.00
2017 Week 14,CLE,GB,21,27,N,y,2.49,4.00
2017 Week 14,HOU,SF,16,26,N,y,1.67,-1.50
2017 Week 14,JAX,SEA,30,24,N,y,1.68,-3.00
2017 Week 14,KC,OAK,26,15,N,y,1.51,-4.00
2017 Week 14,TB,DET,21,24,N,y,2.37,2.00
2017 Week 14,ATL,NO,20,17,N,y,2.04,-1.50
2017 Week 13,CIN,PIT,20,23,N,y,3.10,6.00
2017 Week 13,SEA,PHI,24,10,N,y,3.01,3.50
2017 Week 13,ARI,LAR,16,32,N,y,3.52,6.50
2017 Week 13,OAK,NYG,24,17,N,y,1.32,-7.50
2017 Week 13,LAC,CLE,19,10,N,y,1.12,-13.00
2017 Week 13,ATL,MIN,9,14,N,y,1.65,-3.00
2017 Week 13,BAL,DET,44,20,N,y,1.70,-3.00
2017 Week 13,BUF,NE,3,23,N,y,4.38,7.50
2017 Week 13,CHI,SF,14,15,N,y,1.55,-4.00
2017 Week 13,GB,TB,26,20,N,y,1.74,1.50
2017 Week 13,JAX,IND,30,10,N,y,1.24,-8.50
2017 Week 13,MIA,DEN,35,9,N,y,1.99,1.00
2017 Week 13,NO,CAR,31,21,N,y,1.49,-4.00
2017 Week 13,NYJ,KC,38,31,N,y,2.46,4.00
2017 Week 13,TEN,HOU,24,13,N,y,1.36,-7.50
2017 Week 13,DAL,WAS,38,14,N,y,1.83,-1.50
2017 Week 12,BAL,HOU,23,16,N,y,1.33,-7.50
2017 Week 12,PIT,GB,31,28,N,y,1.12,-13.50
2017 Week 12,ARI,JAX,27,24,N,y,2.94,4.00
2017 Week 12,OAK,DEN,21,14,N,y,1.44,-5.00
2017 Week 12,LAR,NO,26,20,N,y,1.71,-2.50
2017 Week 12,SF,SEA,13,24,N,y,3.48,7.00
2017 Week 12,ATL,TB,34,20,N,y,1.25,-10.00
2017 Week 12,CIN,CLE,30,16,N,y,1.27,-8.00
2017 Week 12,IND,TEN,16,20,N,y,2.59,4.50
2017 Week 12,KC,BUF,10,16,N,y,1.22,-9.50
2017 Week 12,NE,MIA,35,17,N,y,1.07,-17.00
2017 Week 12,NYJ,CAR,27,35,N,y,2.75,4.50
2017 Week 12,PHI,CHI,31,3,N,y,1.12,-13.50
2017 Week 12,WAS,NYG,20,10,N,y,1.33,-7.50
2017 Week 12,DAL,LAC,6,28,N,y,2.21,-2.50
2017 Week 11,DET,MIN,23,30,N,y,2.16,-1.00
2017 Week 11,SEA,ATL,31,34,N,y,1.65,-3.00
2017 Week 11,DAL,PHI,9,37,N,y,2.49,3.50
2017 Week 11,DEN,CIN,17,20,N,y,1.71,-2.50
2017 Week 11,OAK,NE,8,33,N,y,3.52,5.50
2017 Week 11,LAC,BUF,54,24,N,y,1.42,-4.50
2017 Week 11,CHI,DET,24,27,N,y,2.36,3.00
2017 Week 11,CLE,JAX,7,19,N,y,4.10,7.50
2017 Week 11,GB,BAL,0,23,N,y,2.06,2.00
2017 Week 11,HOU,ARI,31,21,N,y,1.85,0.00
2017 Week 11,MIA,TB,20,30,N,y,2.03,0.00
2017 Week 11,MIN,LAR,24,7,N,y,1.74,-2.50
2017 Week 11,NO,WAS,34,31,N,y,1.28,-7.50
2017 Week 11,NYG,KC,12,9,N,y,4.54,11.00
2017 Week 10,PIT,TEN,40,17,N,y,1.34,-7.00
2017 Week 10,CAR,MIA,45,21,N,y,1.25,-10.00
2017 Week 10,DEN,NE,16,41,N,y,3.73,7.50
2017 Week 10,ATL,DAL,27,7,N,y,1.64,-3.00
2017 Week 10,SF,NYG,31,21,N,y,1.85,-1.00
2017 Week 10,LAR,HOU,33,7,N,y,1.18,-11.50
2017 Week 10,BUF,NO,10,47,N,y,2.15,2.00
2017 Week 10,CHI,GB,16,23,N,y,1.47,-4.50
2017 Week 10,DET,CLE,38,24,N,y,1.15,-13.00
2017 Week 10,IND,PIT,17,20,N,y,4.85,10.50
2017 Week 10,JAX,LAC,20,17,N,y,1.50,-4.00
2017 Week 10,TB,NYJ,15,10,N,y,2.21,2.50
2017 Week 10,TEN,CIN,24,20,N,y,1.43,-5.50
2017 Week 10,WAS,MIN,30,38,N,y,2.02,2.00
2017 Week 9,ARI,SEA,16,22,N,y,3.10,6.00
2017 Week 9,GB,DET,17,30,N,y,2.29,2.50
2017 Week 9,MIA,OAK,24,27,N,y,2.22,2.50
2017 Week 9,DAL,KC,28,17,N,y,2.02,0.00
2017 Week 9,SF,ARI,10,20,N,y,2.21,2.50
2017 Week 9,SEA,WAS,14,17,N,y,1.32,-7.00
2017 Week 9,CAR,ATL,20,17,N,y,1.79,-2.00
2017 Week 9,HOU,IND,14,20,N,y,1.15,-13.00
2017 Week 9,JAX,CIN,23,7,N,y,1.49,-3.50
2017 Week 9,NO,TB,30,10,N,y,1.33,-7.00
2017 Week 9,NYG,LAR,17,51,N,y,2.62,3.50
2017 Week 9,PHI,DEN,51,23,N,y,1.27,-7.50
2017 Week 9,TEN,BAL,23,20,N,y,1.59,-3.50
2017 Week 9,NYJ,BUF,34,21,N,y,2.44,3.50
2016 Playoffs,ATL,NE,28,34,Y,y,2.26,0.00
2016 Playoffs,NE,PIT,36,17,Y,y,1.43,-5.50
2016 Playoffs,ATL,GB,44,21,Y,y,1.51,-4.00
2016 Playoffs,DAL,GB,31,34,Y,y,1.50,-4.00
2016 Playoffs,KC,PIT,16,18,Y,y,1.79,0.00
2016 Playoffs,NE,HOU,34,16,Y,y,1.09,-16.00
2016 Playoffs,ATL,SEA,36,20,Y,y,1.50,-4.00
2016 Playoffs,GB,NYG,38,13,Y,y,1.50,-5.50
2016 Playoffs,PIT,MIA,30,12,Y,y,1.26,-8.50
2016 Playoffs,SEA,DET,26,6,Y,y,1.31,-7.50
2016 Playoffs,HOU,OAK,27,14,Y,y,1.68,-3.00
2016 Week 17,DEN,OAK,24,6,N,y,1.79,-3.50
2016 Week 17,LAR,ARI,6,44,N,y,3.18,7.00
2016 Week 17,SD,KC,27,37,N,y,3.22,4.00
2016 Week 17,SF,SEA,23,25,N,y,4.38,9.50
2016 Week 17,WAS,NYG,10,19,N,y,1.25,-8.00
2016 Week 17,ATL,NO,38,32,N,y,1.35,-7.00
2016 Week 17,CIN,BAL,27,10,N,y,1.78,-2.50
2016 Week 17,DET,GB,24,31,N,y,2.51,3.50
2016 Week 17,IND,JAX,24,20,N,y,1.46,-6.00
2016 Week 17,MIA,NE,14,35,N,y,4.54,7.50
2016 Week 17,MIN,CHI,38,10,N,y,1.43,-6.50
2016 Week 17,NYJ,BUF,30,10,N,y,2.55,6.00
2016 Week 17,PHI,DAL,27,13,N,y,1.54,-3.50
2016 Week 17,PIT,CLE,27,24,N,y,1.41,-10.00
2016 Week 17,TB,CAR,17,16,N,y,1.41,-4.00
2016 Week 17,TEN,HOU,24,17,N,y,1.64,-3.00
2016 Week 16,DAL,DET,42,21,N,y,1.33,-7.50
2016 Week 16,KC,DEN,33,10,N,y,1.52,-4.00
2016 Week 16,PIT,BAL,31,27,N,y,1.46,-4.00
2016 Week 16,HOU,CIN,12,10,N,y,1.85,-2.50
2016 Week 16,LAR,SF,21,22,N,y,1.52,-3.00
2016 Week 16,SEA,ARI,31,34,N,y,1.26,-7.50
2016 Week 16,OAK,IND,33,25,N,y,1.54,-4.00
2016 Week 16,BUF,MIA,31,34,N,y,1.54,-3.50
2016 Week 16,CAR,ATL,16,33,N,y,2.15,2.00
2016 Week 16,CHI,WAS,21,41,N,y,2.51,3.00
2016 Week 16,CLE,SD,20,17,N,y,3.18,6.00
2016 Week 16,GB,MIN,38,25,N,y,1.37,-7.00
2016 Week 16,JAX,TEN,38,17,N,y,2.95,4.50
2016 Week 16,NE,NYJ,41,3,N,y,1.07,-16.50
2016 Week 16,NO,TB,31,24,N,y,1.69,-3.00
2016 Week 16,PHI,NYG,24,19,N,y,2.28,3.00
2016 Week 15,WAS,CAR,15,26,N,y,1.46,-4.50
2016 Week 15,CIN,PIT,20,24,N,y,2.49,3.00
2016 Week 15,DEN,NE,3,16,N,y,2.46,3.00
2016 Week 15,SD,OAK,16,19,N,y,2.24,3.00
2016 Week 15,ARI,NO,41,48,N,y,1.78,-2.50
2016 Week 15,ATL,SF,41,13,N,y,1.13,-13.00
2016 Week 15,BAL,PHI,27,26,N,y,1.43,-6.00
2016 Week 15,BUF,CLE,33,13,N,y,1.21,-10.50
2016 Week 15,CHI,GB,27,30,N,y,3.35,6.50
2016 Week 15,DAL,TB,26,20,N,y,1.32,-7.00
2016 Week 15,HOU,JAX,21,20,N,y,1.39,-5.00
2016 Week 15,KC,TEN,17,19,N,y,1.44,-5.00
2016 Week 15,MIN,IND,6,34,N,y,1.50,-3.50
2016 Week 15,NYG,DET,17,6,N,y,1.46,-4.00
2016 Week 15,NYJ,MIA,13,34,N,y,2.18,3.00
2016 Week 15,SEA,LAR,24,3,N,y,1.11,-14.00
2016 Week 14,NE,BAL,30,23,N,y,1.32,-7.50
2016 Week 14,NYG,DAL,10,7,N,y,2.49,3.00
2016 Week 14,GB,SEA,38,10,N,y,2.27,2.50
2016 Week 14,LAR,ATL,14,42,N,y,3.12,4.50
2016 Week 14,SF,NYJ,17,23,N,y,1.70,-1.00
2016 Week 14,BUF,PIT,20,27,N,y,2.12,2.00
2016 Week 14,CAR,SD,28,16,N,y,1.85,-1.00
2016 Week 14,CLE,CIN,10,23,N,y,3.21,4.00
2016 Week 14,DET,CHI,20,17,N,y,1.27,-7.50
2016 Week 14,IND,HOU,17,22,N,y,1.43,-6.00
2016 Week 14,JAX,MIN,16,25,N,y,2.62,3.00
2016 Week 14,MIA,ARI,26,23,N,y,1.85,-2.50
2016 Week 14,PHI,WAS,22,27,N,y,2.18,1.00
2016 Week 14,TB,NO,16,11,N,y,1.71,-2.50
2016 Week 14,TEN,DEN,13,10,N,y,1.78,-1.50
2016 Week 14,KC,OAK,21,13,N,y,1.57,-3.00
2016 Week 13,NYJ,IND,10,41,N,y,2.13,2.00
2016 Week 13,SEA,CAR,40,7,N,y,1.34,-6.50
2016 Week 13,ARI,WAS,31,23,N,y,1.71,-2.50
2016 Week 13,PIT,NYG,24,14,N,y,1.40,-5.50
2016 Week 13,SD,TB,21,28,N,y,1.50,-3.50
2016 Week 13,OAK,BUF,38,24,N,y,1.61,-3.50
2016 Week 13,ATL,KC,28,29,N,y,1.52,-3.50
2016 Week 13,BAL,MIA,38,6,N,y,1.58,-3.50
2016 Week 13,CHI,SF,26,6,N,y,1.79,-2.50
2016 Week 13,CIN,PHI,32,14,N,y,1.81,1.00
2016 Week 13,GB,HOU,21,13,N,y,1.35,-6.50
2016 Week 13,JAX,DEN,10,20,N,y,3.11,4.50
2016 Week 13,NE,LAR,26,10,N,y,1.14,-13.50
2016 Week 13,NO,DET,13,28,N,y,1.40,-4.00
2016 Week 13,MIN,DAL,15,17,N,y,2.71,2.50
2016 Week 13,PHI,GB,13,27,N,y,1.53,-3.50
2016 Week 12,DEN,KC,27,30,N,y,1.61,-3.50
2016 Week 12,NYJ,NE,17,22,N,y,4.18,8.50
2016 Week 12,OAK,CAR,35,32,N,y,1.67,-3.50
2016 Week 12,TB,SEA,14,5,N,y,3.18,5.00
2016 Week 12,ATL,ARI,38,19,N,y,1.47,-4.00
2016 Week 12,BAL,CIN,19,14,N,y,1.48,-3.50
2016 Week 12,BUF,JAX,28,21,N,y,1.32,-7.00
2016 Week 12,CHI,TEN,21,27,N,y,2.81,2.00
2016 Week 12,CLE,NYG,13,27,N,y,3.52,7.00
2016 Week 12,HOU,SD,13,21,N,y,2.09,0.00
2016 Week 12,MIA,SF,31,24,N,y,1.29,-7.50
2016 Week 12,NO,LAR,49,21,N,y,1.31,-7.00
2016 Week 12,IND,PIT,7,28,N,y,2.29,2.50
2016 Week 12,DAL,WAS,31,26,N,y,1.36,-7.00
2016 Week 12,DET,MIN,16,13,N,y,1.75,-2.50
2016 Week 11,OAK,HOU,27,20,N,y,1.42,-5.00
2016 Week 11,WAS,GB,42,24,N,y,1.71,-2.50
2016 Week 11,SF,NE,17,30,N,y,7.38,13.50
2016 Week 11,SEA,PHI,26,15,N,y,1.36,-6.00
2016 Week 11,LAR,MIA,10,14,N,y,1.85,-1.00
2016 Week 11,CIN,BUF,12,16,N,y,1.72,-3.00
2016 Week 11,CLE,PIT,9,24,N,y,4.14,9.00
2016 Week 11,DAL,BAL,27,17,N,y,1.33,-7.50
2016 Week 11,DET,JAX,26,19,N,y,1.37,-6.50
2016 Week 11,IND,TEN,24,17,N,y,1.65,-3.00
2016 Week 11,KC,TB,17,19,N,y,1.31,-7.50
2016 Week 11,MIN,ARI,30,24,N,y,1.75,0.00
2016 Week 11,NYG,CHI,22,16,N,y,1.32,-7.00
2016 Week 11,CAR,NO,23,20,N,y,1.59,-4.00
2016 Week 10,NYG,CIN,21,20,N,y,1.80,-2.50
2016 Week 10,NE,SEA,24,31,N,y,1.30,-7.50
2016 Week 10,ARI,SF,23,20,N,y,1.12,-13.00
2016 Week 10,PIT,DAL,30,35,N,y,1.74,-2.50
2016 Week 10,SD,MIA,24,31,N,y,1.53,-3.50
2016 Week 10,CAR,KC,17,20,N,y,1.63,-3.00
2016 Week 10,JAX,HOU,21,24,N,y,2.11,0.00
2016 Week 10,NO,DEN,23,25,N,y,1.81,-1.50
2016 Week 10,NYJ,LAR,6,9,N,y,1.85,-2.50
2016 Week 10,PHI,ATL,24,15,N,y,2.09,-1.00
2016 Week 10,TB,CHI,36,10,N,y,2.22,0.00
2016 Week 10,TEN,GB,47,25,N,y,2.20,2.50
2016 Week 10,WAS,MIN,26,20,N,y,1.65,-2.50
2016 Week 10,BAL,CLE,28,7,N,y,1.19,-10.50
2016 Week 9,SEA,BUF,31,25,N,y,1.36,-7.00
2016 Week 9,OAK,DEN,30,20,N,y,1.85,-2.50
2016 Week 9,GB,IND,26,31,N,y,1.32,-7.00
2016 Week 9,SD,TEN,43,35,N,y,1.42,-4.00
2016 Week 9,LAR,CAR,10,13,N,y,2.43,2.50
2016 Week 9,SF,NO,23,41,N,y,2.58,3.00
2016 Week 9,BAL,PIT,21,14,N,y,2.36,-2.50
2016 Week 9,CLE,DAL,10,35,N,y,3.77,7.50
2016 Week 9,KC,JAX,19,14,N,y,1.32,-7.50
2016 Week 9,MIA,NYJ,27,23,N,y,1.54,-3.00
2016 Week 9,MIN,DET,16,22,N,y,1.40,-6.00
2016 Week 9,NYG,PHI,28,23,N,y,1.74,-3.00
2016 Week 9,TB,ATL,28,43,N,y,2.62,3.00
2016 Week 9,CHI,MIN,20,10,N,y,3.14,5.00
2015 Playoffs,DEN,CAR,24,10,Y,y,2.53,4.00
2015 Playoffs,CAR,ARI,49,15,Y,y,1.60,-3.50
2015 Playoffs,DEN,NE,20,18,Y,y,2.48,3.00
2015 Playoffs,DEN,PIT,23,16,Y,y,1.31,-3.50
2015 Playoffs,CAR,SEA,31,24,Y,y,1.71,-2.50
2015 Playoffs,ARI,GB,26,20,Y,y,1.33,-7.50
2015 Playoffs,NE,KC,27,20,Y,y,1.48,-5.00
2015 Playoffs,WAS,GB,18,35,Y,y,1.87,-2.00
2015 Playoffs,MIN,SEA,9,10,Y,y,3.10,7.00
2015 Playoffs,CIN,PIT,16,18,Y,y,2.16,3.00
2015 Playoffs,HOU,KC,0,30,Y,y,2.53,3.00
2015 Week 17,ARI,SEA,6,36,N,y,1.38,-3.50
2015 Week 17,DEN,SD,27,20,N,y,1.26,-7.50
2015 Week 17,SF,STL,19,16,N,y,2.57,3.50
2015 Week 17,ATL,NO,17,20,N,y,1.51,-4.00
2015 Week 17,BUF,NYJ,22,17,N,y,2.40,1.50
2015 Week 17,CAR,TB,38,10,N,y,1.20,-10.50
2015 Week 17,CHI,DET,20,24,N,y,1.88,-1.50
2015 Week 17,CIN,BAL,24,16,N,y,1.27,-7.50
2015 Week 17,CLE,PIT,12,28,N,y,4.30,10.00
2015 Week 17,DAL,WAS,23,34,N,y,1.55,-3.50
2015 Week 17,GB,MIN,13,20,N,y,1.58,-3.00
2015 Week 17,HOU,JAX,30,6,N,y,1.39,-6.00
2015 Week 17,IND,TEN,30,24,N,y,1.53,-3.50
2015 Week 17,KC,OAK,23,17,N,y,1.36,-7.00
2015 Week 17,MIA,NE,20,10,N,y,4.93,10.50
2015 Week 17,NYG,PHI,30,35,N,y,1.57,-3.50
2015 Week 16,DEN,CIN,20,17,N,y,1.53,-3.50
2015 Week 16,ARI,GB,38,8,N,y,1.49,-4.50
2015 Week 16,SEA,STL,17,23,N,y,1.11,-13.50
2015 Week 16,NO,JAX,38,27,N,y,1.68,-3.50
2015 Week 16,ATL,CAR,20,13,N,y,3.60,7.00
2015 Week 16,BAL,PIT,20,17,N,y,5.08,10.50
2015 Week 16,BUF,DAL,16,6,N,y,1.39,-6.00
2015 Week 16,DET,SF,32,17,N,y,1.20,-8.00
2015 Week 16,KC,CLE,17,13,N,y,1.13,-12.50
2015 Week 16,MIA,IND,12,18,N,y,1.72,-1.50
2015 Week 16,MIN,NYG,49,17,N,y,1.42,-6.50
2015 Week 16,NYJ,NE,26,20,N,y,2.48,3.00
2015 Week 16,TB,CHI,21,26,N,y,1.63,-3.00
2015 Week 16,TEN,HOU,6,34,N,y,2.81,4.50
2015 Week 16,PHI,WAS,24,38,N,y,1.65,-3.50
2015 Week 16,OAK,SD,23,20,N,y,1.44,-4.50
2015 Week 15,NO,DET,27,35,N,y,1.65,-3.00
2015 Week 15,PHI,ARI,17,40,N,y,2.62,3.50
2015 Week 15,PIT,DEN,34,27,N,y,1.43,-6.00
2015 Week 15,SD,MIA,30,14,N,y,1.83,-1.50
2015 Week 15,SF,CIN,14,24,N,y,2.93,4.50
2015 Week 15,OAK,GB,20,30,N,y,2.44,3.00
2015 Week 15,SEA,CLE,30,13,N,y,1.08,-14.50
2015 Week 15,BAL,KC,14,34,N,y,3.93,7.00
2015 Week 15,IND,HOU,10,16,N,y,1.80,0.00
2015 Week 15,JAX,ATL,17,23,N,y,1.59,-3.00
2015 Week 15,MIN,CHI,38,17,N,y,1.43,-5.00
2015 Week 15,NE,TEN,33,16,N,y,1.08,-13.50
2015 Week 15,NYG,CAR,35,38,N,y,2.93,4.00
2015 Week 15,WAS,BUF,35,25,N,y,2.03,1.00
2015 Week 15,DAL,NYJ,16,19,N,y,2.43,3.00
2015 Week 15,STL,TB,31,23,N,y,1.85,0.00
2015 Week 14,MIA,NYG,24,31,N,y,2.06,-2.00
2015 Week 14,BAL,SEA,6,35,N,y,5.98,10.50
2015 Week 14,GB,DAL,28,7,N,y,1.32,-7.50
2015 Week 14,DEN,OAK,12,15,N,y,1.30,-7.50
2015 Week 14,CAR,ATL,38,0,N,y,1.28,-7.50
2015 Week 14,CHI,WAS,21,24,N,y,1.56,-3.50
2015 Week 14,CIN,PIT,20,33,N,y,1.71,-3.00
2015 Week 14,CLE,SF,24,10,N,y,1.85,-1.50
2015 Week 14,HOU,NE,6,27,N,y,2.44,3.50
2015 Week 14,JAX,IND,51,16,N,y,1.88,1.00
2015 Week 14,KC,SD,10,3,N,y,1.21,-10.50
2015 Week 14,NYJ,TEN,30,8,N,y,1.32,-7.50
2015 Week 14,PHI,BUF,23,20,N,y,2.06,-2.00
2015 Week 14,STL,DET,21,14,N,y,1.91,-1.00
2015 Week 14,TB,NO,17,24,N,y,1.53,-3.50
2015 Week 14,ARI,MIN,23,20,N,y,1.30,-7.50
2015 Week 13,WAS,DAL,16,19,N,y,1.47,-4.00
2015 Week 13,PIT,IND,45,10,N,y,1.34,-7.00
2015 Week 13,NE,PHI,28,35,N,y,1.20,-10.00
2015 Week 13,NO,CAR,38,41,N,y,3.64,6.50
2015 Week 13,OAK,KC,20,34,N,y,2.30,3.00
2015 Week 13,SD,DEN,3,17,N,y,2.93,4.00
2015 Week 13,BUF,HOU,30,21,N,y,1.61,-3.50
2015 Week 13,CHI,SF,20,26,N,y,1.34,-7.00
2015 Week 13,CLE,CIN,3,37,N,y,4.93,10.00
2015 Week 13,MIA,BAL,15,13,N,y,1.53,-4.50
2015 Week 13,MIN,SEA,7,38,N,y,1.98,1.00
2015 Week 13,NYG,NYJ,20,23,N,y,2.16,1.00
2015 Week 13,STL,ARI,3,27,N,y,3.21,5.50
2015 Week 13,TB,ATL,23,19,N,y,1.81,-2.50
2015 Week 13,TEN,JAX,42,39,N,y,1.75,-2.50
2015 Week 13,DET,GB,23,27,N,y,2.36,5.00
2015 Week 12,CLE,BAL,27,33,N,y,1.73,-1.00
2015 Week 12,DEN,NE,30,24,N,y,2.40,3.50
2015 Week 12,SEA,PIT,39,30,N,y,1.47,-5.50
2015 Week 12,SF,ARI,13,19,N,y,5.39,10.50
2015 Week 12,ATL,MIN,10,20,N,y,1.83,-2.50
2015 Week 12,CIN,STL,31,7,N,y,1.24,-9.00
2015 Week 12,HOU,NO,24,6,N,y,1.62,-3.00
2015 Week 12,IND,TB,25,12,N,y,1.58,-3.00
2015 Week 12,JAX,SD,25,31,N,y,1.49,-4.00
2015 Week 12,KC,BUF,30,22,N,y,1.40,-6.00
2015 Week 12,NYJ,MIA,38,20,N,y,1.57,-4.00
2015 Week 12,TEN,OAK,21,24,N,y,2.10,2.00
2015 Week 12,WAS,NYG,20,14,N,y,2.20,1.00
2015 Week 12,GB,CHI,13,17,N,y,1.24,-8.00
2015 Week 12,DAL,CAR,14,33,N,y,2.06,-1.00
2015 Week 11,DET,PHI,45,14,N,y,1.98,1.00
2015 Week 11,NE,BUF,20,13,N,y,1.30,-7.50
2015 Week 11,ARI,CIN,34,31,N,y,1.46,-3.50
2015 Week 11,MIN,GB,13,30,N,y,1.86,-1.00
2015 Week 11,SEA,SF,29,13,N,y,1.10,-13.00
2015 Week 11,SD,KC,3,33,N,y,2.39,3.00
2015 Week 11,ATL,IND,21,24,N,y,1.43,-6.00
2015 Week 11,BAL,STL,16,13,N,y,1.86,-1.00
2015 Week 11,CAR,WAS,44,16,N,y,1.32,-7.50
2015 Week 11,CHI,DEN,15,17,N,y,1.86,2.00
2015 Week 11,DET,OAK,18,13,N,y,2.11,1.00
2015 Week 11,HOU,NYJ,24,17,N,y,2.53,3.00
2015 Week 11,MIA,DAL,14,24,N,y,1.94,-1.00
2015 Week 11,PHI,TB,17,45,N,y,1.43,-6.00
2015 Week 10,JAX,TEN,19,13,N,y,1.69,-3.00
