Date,Team,Opponent, Score,Opponent Score,Home,Playoff Game?, Odds Open, Line Open,Win %,Total DVOA,Weighted DVOA,Offense DVOA,Offense Weighted DVOA,Defense DVOA,Defense Weighted DVOA,Special Teams DVOA,Special Teams Weighted DVOA,OffenseDVOA,Offense WeightedDVOA,PassOffense,RushOffense,DefenseDVOA,Defense WeightedDVOA,PassDefense,RushDefense,Opponent Win %,Opponent Total DVOA,Opponent Weighted DVOA,Opponent Offense DVOA,Opponent Offense Weighted DVOA,Opponent Defense DVOA,Opponent Defense Weighted DVOA,Opponent Special Teams DVOA,Opponent Special Teams Weighted DVOA,Opponent OffenseDVOA,Opponent Offense WeightedDVOA,Opponent PassOffense,Opponent RushOffense,Opponent DefenseDVOA,Opponent Defense WeightedDVOA,Opponent PassDefense,Opponent RushDefense,Wins,Losses,Ties,Opponent Wins,Opponent Losses,Opponent Ties,Cover?
2020 playoffs,WAS,TB,23,31,Y,Y,3.9,7.5,0.4375,-0.023,0.036,-0.218,-0.207,-0.183,-0.21,0.011,0.034,-0.218,-0.207,-0.267,-0.06,-0.183,-0.21,-0.18,-0.188,0.6875,0.316,0.336,0.198,0.246,-0.146,-0.12,-0.029,-0.03,0.198,0.246,0.371,-0.02,-14.6,-0.12,-5.4,-0.314,7,9,,11,5,,No
2020 playoffs,SEA,LAR,20,30,Y,Y,1.47,-4.5,0.75,0.201,0.22,0.137,0.096,0.004,-0.052,0.068,0.073,0.137,0.096,0.304,-0.014,0.004,-0.052,0.123,-0.201,0.625,0.154,0.142,0.044,-0.048,-0.17,-0.242,-0.059,-0.052,0.044,-0.048,0.124,0.035,-17,-0.242,-12,-0.241,12,4,,10,6,,No
2020 playoffs,BUF,IND,27,24,Y,Y,1.32,-6.5,0.8125,0.238,0.345,0.156,0.178,-0.023,-0.08,0.059,0.087,0.156,0.178,0.433,-0.15,-0.023,-0.08,0.022,-0.082,0.6875,0.143,0.135,0.028,0.065,-0.095,-0.06,0.02,0.01,0.028,0.065,0.143,-0.054,-9.5,-0.06,-2.9,-0.197,13,3,,11,5,,No
2020 playoffs,KC,TB,9,31,N,Y,1.57,-3.5,0.875,0.195,0.194,0.239,0.234,0.049,0.067,0.005,0.026,0.239,0.234,0.49,-0.056,0.049,0.067,0.067,0.026,0.6875,0.316,0.336,0.198,0.246,-0.146,-0.12,-0.029,-0.03,0.198,0.246,0.371,-0.02,-14.6,-0.12,-5.4,-0.314,14,2,,11,5,,No
2020 playoffs,BUF,KC,24,38,N,Y,2.3,2.5,0.8125,0.238,0.345,0.156,0.178,-0.023,-0.08,0.059,0.087,0.156,0.178,0.433,-0.15,-0.023,-0.08,0.022,-0.082,0.875,0.195,0.194,0.239,0.234,0.049,0.067,0.005,0.026,0.239,0.234,0.49,-0.056,4.9,0.067,6.7,0.026,13,3,,14,2,,No
2020 playoffs,TB,GB,31,26,N,Y,2.7,4,0.6875,0.316,0.336,0.198,0.246,-0.146,-0.12,-0.029,-0.03,0.198,0.246,0.371,-0.02,-0.146,-0.12,-0.054,-0.314,0.8125,0.259,0.314,0.291,0.316,0.005,-0.035,-0.027,-0.038,0.291,0.316,0.52,0.03,0.5,-0.035,5.1,-0.057,11,5,,13,3,,Yes
2020 playoffs,TB,NO,30,20,N,Y,2.67,3.5,0.6875,0.316,0.336,0.198,0.246,-0.146,-0.12,-0.029,-0.03,0.198,0.246,0.371,-0.02,-0.146,-0.12,-0.054,-0.314,0.75,0.333,0.343,0.107,0.094,-0.19,-0.217,0.036,0.032,0.107,0.094,0.166,0.095,-19,-0.217,-14.7,-0.256,11,5,,12,4,,Yes
2020 playoffs,CLE,KC,17,22,N,Y,4.75,10,0.6875,-0.056,-0.007,0.054,0.082,0.074,0.07,-0.037,-0.019,0.054,0.082,0.209,-0.008,0.074,0.07,0.164,-0.054,0.875,0.195,0.194,0.239,0.234,0.049,0.067,0.005,0.026,0.239,0.234,0.49,-0.056,4.9,0.067,6.7,0.026,11,5,,14,2,,Yes
2020 playoffs,BAL,BUF,3,17,N,Y,2.3,3,0.6875,0.186,0.157,0.043,0.072,-0.069,-0.026,0.074,0.059,0.043,0.072,0.14,0.06,-0.069,-0.026,0.004,-0.185,0.8125,0.238,0.345,0.156,0.178,-0.023,-0.08,0.059,0.087,0.156,0.178,0.433,-0.15,-2.3,-0.08,2.2,-0.082,11,5,,13,3,,No
2020 playoffs,LAR,GB,18,32,N,Y,3.7,7,0.625,0.154,0.142,0.044,-0.048,-0.17,-0.242,-0.059,-0.052,0.044,-0.048,0.124,0.035,-0.17,-0.242,-0.12,-0.241,0.8125,0.259,0.314,0.291,0.316,0.005,-0.035,-0.027,-0.038,0.291,0.316,0.52,0.03,0.5,-0.035,5.1,-0.057,10,6,,13,3,,No
2020 playoffs,CLE,PIT,48,37,N,Y,2.7,3.5,0.6875,-0.056,-0.007,0.054,0.082,0.074,0.07,-0.037,-0.019,0.054,0.082,0.209,-0.008,0.074,0.07,0.164,-0.054,0.75,0.168,0.135,-0.047,-0.079,-0.202,-0.2,0.014,0.014,-0.047,-0.079,0.113,-0.262,-20.2,-0.2,-19.8,-0.207,11,5,,12,4,,Yes
2020 playoffs,CHI,NO,9,21,N,Y,4.5,9.5,0.5,-0.005,0.018,-0.106,-0.067,-0.075,-0.038,0.026,0.047,-0.106,-0.067,0.016,-0.183,-0.075,-0.038,0.034,-0.225,0.75,0.333,0.343,0.107,0.094,-0.19,-0.217,0.036,0.032,0.107,0.094,0.166,0.095,-19,-0.217,-14.7,-0.256,8,8,,12,4,,No
2020 playoffs,BAL,TEN,20,13,N,Y,1.54,-3.5,0.6875,0.186,0.157,0.043,0.072,-0.069,-0.026,0.074,0.059,0.043,0.072,0.14,0.06,-0.069,-0.026,0.004,-0.185,0.6875,0.029,0.043,0.184,0.191,0.111,0.122,-0.044,-0.026,0.184,0.191,0.395,0.061,11.1,0.122,25.3,-0.096,11,5,,11,5,,Yes
2020 playoffs,TB,WAS,31,23,N,Y,1.27,-7.5,0.6875,0.316,0.336,0.198,0.246,-0.146,-0.12,-0.029,-0.03,0.198,0.246,0.371,-0.02,-0.146,-0.12,-0.054,-0.314,0.4375,-0.023,0.036,-0.218,-0.207,-0.183,-0.21,0.011,0.034,-0.218,-0.207,-0.267,-0.06,-18.3,-0.21,-18,-0.188,11,5,,7,9,,Yes
2020 playoffs,LAR,SEA,30,20,N,Y,2.75,4.5,0.625,0.154,0.142,0.044,-0.048,-0.17,-0.242,-0.059,-0.052,0.044,-0.048,0.124,0.035,-0.17,-0.242,-0.12,-0.241,0.75,0.201,0.22,0.137,0.096,0.004,-0.052,0.068,0.073,0.137,0.096,0.304,-0.014,0.4,-0.052,12.3,-0.201,10,6,,12,4,,Yes
2020 playoffs,IND,BUF,24,27,N,Y,3.45,6.5,0.6875,0.143,0.135,0.028,0.065,-0.095,-0.06,0.02,0.01,0.028,0.065,0.143,-0.054,-0.095,-0.06,-0.029,-0.197,0.8125,0.238,0.345,0.156,0.178,-0.023,-0.08,0.059,0.087,0.156,0.178,0.433,-0.15,-2.3,-0.08,2.2,-0.082,11,5,,13,3,,Yes
2020 Week 17,PHI,WAS,14,20,Y,N,1.86,-1,0.285714286,-0.2,-0.195,-0.165,-0.158,0.016,0.014,-0.018,-0.023,-0.165,-0.158,-0.118,-0.083,0.016,0.014,0.182,-0.179,0.4,-0.018,0.024,-0.204,-0.186,-0.178,-0.185,0.007,0.025,-0.204,-0.186,-0.252,-0.039,-17.8,-0.185,-17.8,-0.178,4,10,1,6,9,,No
2020 Week 17,CHI,GB,16,35,Y,N,3.2,4,0.533333333,-0.001,0.028,-0.118,-0.097,-0.094,-0.081,0.023,0.044,-0.118,-0.097,-0.002,-0.179,-0.094,-0.081,0.001,-0.224,0.8,0.241,0.276,0.269,0.272,0.004,-0.04,-0.025,-0.036,0.269,0.272,0.481,0.027,0.4,-0.04,4.2,-0.049,8,7,,12,3,,No
2020 Week 17,DEN,LAS,31,32,Y,N,1.9,-1,0.333333333,-0.229,-0.238,-0.212,-0.217,0.001,0.018,-0.016,-0.004,-0.212,-0.217,-0.152,-0.22,0.001,0.018,0.008,-0.009,#DIV/0!,,,,,,,,,,,,,,,,,5,10,,,,,No
2020 Week 17,KC,LAC,21,38,Y,N,2.65,3.5,0.933333333,0.227,0.252,0.249,0.26,0.026,0.026,0.004,0.018,0.249,0.26,0.499,-0.037,0.026,0.026,0.032,0.019,0.4,-0.184,-0.232,-0.008,-0.035,0.052,0.063,-0.124,-0.134,-0.008,-0.035,0.243,-0.283,5.2,0.063,8.6,0.008,14,1,,6,9,,No
2020 Week 17,LAR,ARI,18,7,Y,N,1.83,-1,0.6,0.171,0.184,0.079,0.028,-0.158,-0.217,-0.066,-0.061,0.079,0.028,0.139,0.075,-0.158,-0.217,-0.112,-0.225,0.533333333,0.022,0.004,-0.022,-0.07,-0.045,-0.067,-0.001,0.007,-0.022,-0.07,0.149,-0.085,-4.5,-0.067,0.7,-0.121,9,6,,8,7,,Yes
2020 Week 17,SF,SEA,23,26,Y,N,2.7,4,0.4,0.055,0.048,-0.021,-0.056,-0.098,-0.135,-0.022,-0.031,-0.021,-0.056,0.103,-0.075,-0.098,-0.135,-0.016,-0.215,0.733333333,0.2,0.197,0.14,0.089,0.013,-0.028,0.073,0.08,0.14,0.089,0.322,-0.043,1.3,-0.028,13.5,-0.198,6,9,,11,4,,Yes
2020 Week 17,BUF,MIA,56,26,Y,N,1.57,-3.5,0.8,0.207,0.277,0.156,0.171,-0.01,-0.049,0.04,0.057,0.156,0.171,0.438,-0.147,-0.01,-0.049,0.046,-0.081,0.666666667,0.099,0.128,0.007,0,-0.045,-0.097,0.047,0.031,0.007,0,0.183,-0.175,-4.5,-0.097,-6,-0.024,12,3,,10,5,,Yes
2020 Week 17,CAR,NO,7,33,Y,N,3.3,5.5,0.333333333,-0.032,-0.047,0.038,-0.001,0.08,0.064,0.01,0.018,0.038,-0.001,0.197,-0.086,0.08,0.064,0.162,-0.04,0.733333333,0.323,0.338,0.119,0.11,-0.17,-0.197,0.035,0.031,0.119,0.11,0.175,0.107,-17,-0.197,-10.3,-0.273,5,10,,11,4,,No
2020 Week 17,CIN,BAL,3,38,Y,N,6,11.5,0.285714286,-0.228,-0.202,-0.164,-0.154,0.088,0.077,0.023,0.028,-0.164,-0.154,-0.015,-0.245,0.088,0.077,0.187,-0.048,0.666666667,0.16,0.103,0.032,0.04,-0.05,0.005,0.078,0.068,0.032,0.04,0.134,0.041,-5,0.005,4.7,-0.206,4,10,1,10,5,,No
2020 Week 17,CLE,PIT,24,22,Y,N,1.33,-7,0.666666667,-0.075,-0.032,0.039,0.06,0.075,0.069,-0.039,-0.023,0.039,0.06,0.19,-0.028,0.075,0.069,0.172,-0.058,0.8,0.184,0.17,-0.048,-0.069,-0.22,-0.228,0.011,0.012,-0.048,-0.069,0.119,-0.275,-22,-0.228,-21.8,-0.224,10,5,,12,3,,No
2020 Week 17,DET,MIN,35,37,Y,N,3.25,6.5,0.333333333,-0.181,-0.244,-0.021,-0.053,0.181,0.219,0.021,0.028,-0.021,-0.053,0.134,-0.175,0.181,0.219,0.328,0,0.4,-0.043,-0.092,0.068,0.055,0.02,0.037,-0.09,-0.109,0.068,0.055,0.191,0.015,2,0.037,3.5,0.002,5,10,,6,9,,Yes
2020 Week 17,HOU,TEN,38,41,Y,N,4.1,7,0.266666667,-0.138,-0.171,0.026,0.021,0.153,0.178,-0.012,-0.013,0.026,0.021,0.256,-0.306,0.153,0.178,0.262,0.021,0.666666667,0.035,0.05,0.19,0.199,0.111,0.123,-0.044,-0.026,0.19,0.199,0.399,0.067,11.1,0.123,26.8,-0.109,4,11,,10,5,,Yes
2020 Week 17,IND,JAX,28,14,Y,N,1.09,-13.5,0.666666667,0.146,0.154,0.022,0.055,-0.093,-0.071,0.031,0.028,0.022,0.055,0.153,-0.077,-0.093,-0.071,-0.033,-0.183,0.066666667,-0.285,-0.322,-0.132,-0.194,0.155,0.142,0.001,0.015,-0.132,-0.194,-0.093,-0.097,15.5,0.142,31.6,-0.031,10,5,,1,14,,Yes
2020 Week 17,NE,NYJ,28,14,Y,N,1.57,-3,0.4,-0.098,-0.11,-0.096,-0.152,0.081,0.069,0.079,0.111,-0.096,-0.152,-0.161,-0.014,0.081,0.069,0.093,0.067,0.133333333,-0.293,-0.283,-0.208,-0.202,0.032,0.026,-0.053,-0.056,-0.208,-0.202,-0.127,-0.232,3.2,0.026,20.3,-0.202,6,9,,2,13,,Yes
2020 Week 17,NYG,DAL,23,19,Y,N,2.25,2.5,0.333333333,-0.17,-0.17,-0.126,-0.123,0.059,0.046,0.015,-0.001,-0.126,-0.123,-0.138,-0.025,0.059,0.046,0.172,-0.099,0.4,-0.088,-0.076,-0.068,-0.088,0.05,0.034,0.031,0.047,-0.068,-0.088,0.021,-0.126,5,0.034,10.9,-0.016,5,10,,6,9,,Yes
2020 Week 17,TB,ATL,44,27,Y,N,1.33,-6,0.666666667,0.29,0.296,0.16,0.185,-0.162,-0.146,-0.032,-0.036,0.16,0.185,0.33,-0.049,-0.162,-0.146,-0.066,-0.34,0.266666667,-0.021,0.021,-0.039,-0.061,-0.03,-0.093,-0.012,-0.011,-0.039,-0.061,0.149,-0.262,-3,-0.093,8.1,-0.223,10,5,,4,11,,Yes
2020 Week 17,WAS,PHI,20,14,N,N,1.95,1,0.4,-0.018,0.024,-0.204,-0.186,-0.178,-0.185,0.007,0.025,-0.204,-0.186,-0.252,-0.039,-0.178,-0.185,-0.178,-0.178,0.285714286,-0.2,-0.195,-0.165,-0.158,0.016,0.014,-0.018,-0.023,-0.165,-0.158,-0.118,-0.083,1.6,0.014,18.2,-0.179,6,9,,4,10,1,Yes
2020 Week 17,GB,CHI,35,16,N,N,1.37,-4,0.8,0.241,0.276,0.269,0.272,0.004,-0.04,-0.025,-0.036,0.269,0.272,0.481,0.027,0.004,-0.04,0.042,-0.049,0.533333333,-0.001,0.028,-0.118,-0.097,-0.094,-0.081,0.023,0.044,-0.118,-0.097,-0.002,-0.179,-9.4,-0.081,0.1,-0.224,12,3,,8,7,,Yes
2020 Week 17,LAS,DEN,32,31,N,N,1.9,1,#DIV/0!,,,,,,,,,,,,,,,,,0.333333333,-0.229,-0.238,-0.212,-0.217,0.001,0.018,-0.016,-0.004,-0.212,-0.217,-0.152,-0.22,0.1,0.018,0.8,-0.009,,,,5,10,,Yes
2020 Week 17,LAC,KC,38,21,N,N,1.54,-3.5,0.4,-0.184,-0.232,-0.008,-0.035,0.052,0.063,-0.124,-0.134,-0.008,-0.035,0.243,-0.283,0.052,0.063,0.086,0.008,0.933333333,0.227,0.252,0.249,0.26,0.026,0.026,0.004,0.018,0.249,0.26,0.499,-0.037,2.6,0.026,3.2,0.019,6,9,,14,1,,Yes
2020 Week 17,ARI,LAR,7,18,N,N,2,1,0.533333333,0.022,0.004,-0.022,-0.07,-0.045,-0.067,-0.001,0.007,-0.022,-0.07,0.149,-0.085,-0.045,-0.067,0.007,-0.121,0.6,0.171,0.184,0.079,0.028,-0.158,-0.217,-0.066,-0.061,0.079,0.028,0.139,0.075,-15.8,-0.217,-11.2,-0.225,8,7,,9,6,,No
2020 Week 17,SEA,SF,26,23,N,N,1.5,-4,0.733333333,0.2,0.197,0.14,0.089,0.013,-0.028,0.073,0.08,0.14,0.089,0.322,-0.043,0.013,-0.028,0.135,-0.198,0.4,0.055,0.048,-0.021,-0.056,-0.098,-0.135,-0.022,-0.031,-0.021,-0.056,0.103,-0.075,-9.8,-0.135,-1.6,-0.215,11,4,,6,9,,No
2020 Week 17,MIA,BUF,26,56,N,N,2.55,3.5,0.666666667,0.099,0.128,0.007,0,-0.045,-0.097,0.047,0.031,0.007,0,0.183,-0.175,-0.045,-0.097,-0.06,-0.024,0.8,0.207,0.277,0.156,0.171,-0.01,-0.049,0.04,0.057,0.156,0.171,0.438,-0.147,-1,-0.049,4.6,-0.081,10,5,,12,3,,No
2020 Week 17,NO,CAR,33,7,N,N,1.35,-5.5,0.733333333,0.323,0.338,0.119,0.11,-0.17,-0.197,0.035,0.031,0.119,0.11,0.175,0.107,-0.17,-0.197,-0.103,-0.273,0.333333333,-0.032,-0.047,0.038,-0.001,0.08,0.064,0.01,0.018,0.038,-0.001,0.197,-0.086,8,0.064,16.2,-0.04,11,4,,5,10,,Yes
2020 Week 17,BAL,CIN,38,3,N,N,1.14,-11.5,0.666666667,0.16,0.103,0.032,0.04,-0.05,0.005,0.078,0.068,0.032,0.04,0.134,0.041,-0.05,0.005,0.047,-0.206,0.285714286,-0.228,-0.202,-0.164,-0.154,0.088,0.077,0.023,0.028,-0.164,-0.154,-0.015,-0.245,8.8,0.077,18.7,-0.048,10,5,,4,10,1,Yes
2020 Week 17,PIT,CLE,22,24,N,N,3.4,7,0.8,0.184,0.17,-0.048,-0.069,-0.22,-0.228,0.011,0.012,-0.048,-0.069,0.119,-0.275,-0.22,-0.228,-0.218,-0.224,0.666666667,-0.075,-0.032,0.039,0.06,0.075,0.069,-0.039,-0.023,0.039,0.06,0.19,-0.028,7.5,0.069,17.2,-0.058,12,3,,10,5,,Yes
2020 Week 17,MIN,DET,37,35,N,N,1.36,-6.5,0.4,-0.043,-0.092,0.068,0.055,0.02,0.037,-0.09,-0.109,0.068,0.055,0.191,0.015,0.02,0.037,0.035,0.002,0.333333333,-0.181,-0.244,-0.021,-0.053,0.181,0.219,0.021,0.028,-0.021,-0.053,0.134,-0.175,18.1,0.219,32.8,0,6,9,,5,10,,No
2020 Week 17,TEN,HOU,41,38,N,N,1.25,-7,0.666666667,0.035,0.05,0.19,0.199,0.111,0.123,-0.044,-0.026,0.19,0.199,0.399,0.067,0.111,0.123,0.268,-0.109,0.266666667,-0.138,-0.171,0.026,0.021,0.153,0.178,-0.012,-0.013,0.026,0.021,0.256,-0.306,15.3,0.178,26.2,0.021,10,5,,4,11,,No
2020 Week 17,JAX,IND,14,28,N,N,8,13.5,0.066666667,-0.285,-0.322,-0.132,-0.194,0.155,0.142,0.001,0.015,-0.132,-0.194,-0.093,-0.097,0.155,0.142,0.316,-0.031,0.666666667,0.146,0.154,0.022,0.055,-0.093,-0.071,0.031,0.028,0.022,0.055,0.153,-0.077,-9.3,-0.071,-3.3,-0.183,1,14,,10,5,,No
2020 Week 17,NYJ,NE,14,28,N,N,2.55,3,0.133333333,-0.293,-0.283,-0.208,-0.202,0.032,0.026,-0.053,-0.056,-0.208,-0.202,-0.127,-0.232,0.032,0.026,0.203,-0.202,0.4,-0.098,-0.11,-0.096,-0.152,0.081,0.069,0.079,0.111,-0.096,-0.152,-0.161,-0.014,8.1,0.069,9.3,0.067,2,13,,6,9,,No
2020 Week 17,DAL,NYG,19,23,N,N,1.68,-2.5,0.4,-0.088,-0.076,-0.068,-0.088,0.05,0.034,0.031,0.047,-0.068,-0.088,0.021,-0.126,0.05,0.034,0.109,-0.016,0.333333333,-0.17,-0.17,-0.126,-0.123,0.059,0.046,0.015,-0.001,-0.126,-0.123,-0.138,-0.025,5.9,0.046,17.2,-0.099,6,9,,5,10,,No
2020 Week 17,ATL,TB,27,44,N,N,3.4,6,0.266666667,-0.021,0.021,-0.039,-0.061,-0.03,-0.093,-0.012,-0.011,-0.039,-0.061,0.149,-0.262,-0.03,-0.093,0.081,-0.223,0.666666667,0.29,0.296,0.16,0.185,-0.162,-0.146,-0.032,-0.036,0.16,0.185,0.33,-0.049,-16.2,-0.146,-6.6,-0.34,4,11,,10,5,,No
2020 Week 16,NE,BUF,9,38,Y,N,3.4,6.5,0.428571429,-0.067,-0.051,-0.094,-0.12,0.064,0.051,0.091,0.12,-0.094,-0.12,-0.155,-0.013,0.064,0.051,0.069,0.057,0.785714286,0.179,0.234,0.137,0.147,-0.002,-0.034,0.04,0.053,0.137,0.147,0.409,-0.146,-0.2,-0.034,5.2,-0.071,6,8,,11,3,,No
2020 Week 16,GB,TEN,40,14,Y,N,1.5,-4,0.785714286,0.2,0.221,0.261,0.266,0.04,0.014,-0.021,-0.03,0.261,0.266,0.475,0.011,0.04,0.014,0.102,-0.046,0.714285714,0.09,0.122,0.235,0.253,0.097,0.098,-0.048,-0.032,0.235,0.253,0.49,0.072,9.7,0.098,25.1,-0.129,11,3,,10,4,,Yes
2020 Week 16,DAL,PHI,37,17,Y,N,2,1,0.357142857,-0.124,-0.114,-0.087,-0.1,0.066,0.059,0.029,0.044,-0.087,-0.1,-0.014,-0.124,0.066,0.059,0.134,-0.009,0.307692308,-0.157,-0.128,-0.142,-0.124,0.001,-0.012,-0.014,-0.016,-0.142,-0.124,-0.105,-0.066,0.1,-0.012,15.8,-0.186,5,9,,4,9,1,Yes
2020 Week 16,LAC,DEN,19,16,Y,N,1.55,-3,0.357142857,-0.203,-0.248,-0.009,-0.031,0.057,0.066,-0.138,-0.151,-0.009,-0.031,0.239,-0.28,0.057,0.066,0.098,0.004,0.357142857,-0.244,-0.245,-0.226,-0.219,0.007,0.029,-0.011,0.002,-0.226,-0.219,-0.162,-0.237,0.7,0.029,0.8,0.007,5,9,,5,9,,No
2020 Week 16,SEA,LAR,20,9,Y,N,1.74,-2.5,0.714285714,0.166,0.154,0.143,0.106,0.042,0.02,0.065,0.067,0.143,0.106,0.324,-0.03,0.042,0.02,0.166,-0.169,0.642857143,0.182,0.203,0.104,0.072,-0.147,-0.2,-0.07,-0.069,0.104,0.072,0.163,0.1,-14.7,-0.2,-10,-0.214,10,4,,9,5,,Yes
2020 Week 16,BAL,NYG,27,13,Y,N,1.16,-12.5,0.642857143,0.164,0.116,0.016,0.013,-0.07,-0.037,0.078,0.066,0.016,0.013,0.118,0.025,-0.07,-0.037,0.023,-0.215,0.357142857,-0.162,-0.135,-0.14,-0.13,0.041,0.014,0.019,0.008,-0.14,-0.13,-0.167,-0.034,4.1,0.014,15.7,-0.133,9,5,,5,9,,Yes
2020 Week 16,HOU,CIN,31,37,Y,N,1.23,-9,0.285714286,-0.109,-0.128,0.023,0.013,0.122,0.13,-0.011,-0.012,0.023,0.013,0.271,-0.344,0.122,0.13,0.209,0.017,0.230769231,-0.235,-0.231,-0.196,-0.209,0.066,0.055,0.028,0.033,-0.196,-0.209,-0.064,-0.249,6.6,0.055,17.8,-0.079,4,10,,3,10,1,No
2020 Week 16,JAX,CHI,17,41,Y,N,3.7,7.5,0.071428571,-0.246,-0.266,-0.1,-0.147,0.143,0.127,-0.003,0.008,-0.1,-0.147,-0.051,-0.078,0.143,0.127,0.292,-0.026,0.5,-0.003,0.015,-0.115,-0.101,-0.087,-0.074,0.025,0.042,-0.115,-0.101,-0.01,-0.157,-8.7,-0.074,1.1,-0.217,1,13,,7,7,,No
2020 Week 16,KC,ATL,17,14,Y,N,1.22,-11,0.928571429,0.234,0.247,0.264,0.273,0.029,0.038,-0.001,0.012,0.264,0.273,0.534,-0.055,0.029,0.038,0.032,0.026,0.285714286,-0.048,-0.021,-0.05,-0.065,-0.011,-0.05,-0.01,-0.006,-0.05,-0.065,0.129,-0.266,-1.1,-0.05,11.5,-0.227,13,1,,4,10,,No
2020 Week 16,NYJ,CLE,23,16,Y,N,4.75,9.5,0.071428571,-0.329,-0.312,-0.224,-0.205,0.059,0.064,-0.047,-0.043,-0.224,-0.205,-0.147,-0.247,0.059,0.064,0.25,-0.196,0.714285714,-0.042,0.007,0.077,0.101,0.075,0.061,-0.044,-0.034,0.077,0.101,0.263,-0.017,7.5,0.061,17.2,-0.061,1,13,,10,4,,Yes
2020 Week 16,PIT,IND,28,24,Y,N,1.71,-2.5,0.785714286,0.19,0.17,-0.061,-0.089,-0.235,-0.246,0.016,0.013,-0.061,-0.089,0.099,-0.268,-0.235,-0.246,-0.217,-0.258,0.714285714,0.171,0.173,0.024,0.041,-0.118,-0.107,0.029,0.025,0.024,0.041,0.178,-0.102,-11.8,-0.107,-7.7,-0.177,11,3,,10,4,,Yes
2020 Week 16,WAS,CAR,13,20,Y,N,1.76,-2,0.428571429,-0.031,-0.01,-0.201,-0.191,-0.162,-0.156,0.008,0.025,-0.201,-0.191,-0.247,-0.037,-0.162,-0.156,-0.158,-0.167,0.285714286,-0.035,-0.038,0.05,0.03,0.085,0.068,0,0,0.05,0.03,0.205,-0.066,8.5,0.068,17.4,-0.041,6,8,,4,10,,No
2020 Week 16,LAS,MIA,25,26,Y,N,2.2,2,#DIV/0!,,,,,,,,,,,,,,,,,0.642857143,0.119,0.146,0.013,0.013,-0.052,-0.09,0.053,0.043,0.013,0.013,0.188,-0.161,-5.2,-0.09,-7.9,-0.017,,,,9,5,,Yes
2020 Week 16,ARI,SF,12,20,Y,N,1.47,-4,0.571428571,0.068,0.071,0.01,-0.007,-0.062,-0.08,-0.005,-0.003,0.01,-0.007,0.201,-0.08,-0.062,-0.08,0.001,-0.157,0.357142857,0.006,-0.044,-0.044,-0.098,-0.057,-0.06,-0.006,-0.007,-0.044,-0.098,0.083,-0.104,-5.7,-0.06,4.3,-0.194,8,6,,5,9,,No
2020 Week 16,DET,TB,7,47,Y,N,3.8,7,0.357142857,-0.135,-0.188,0.018,-0.001,0.16,0.192,0.007,0.005,0.018,-0.001,0.184,-0.161,0.16,0.192,0.286,0.011,0.642857143,0.255,0.223,0.14,0.14,-0.126,-0.089,-0.011,-0.006,0.14,0.14,0.29,-0.032,-12.6,-0.089,-2,-0.319,5,9,,9,5,,No
2020 Week 16,NO,MIN,52,33,Y,N,1.31,-7,0.714285714,0.285,0.308,0.073,0.06,-0.176,-0.215,0.036,0.034,0.073,0.06,0.151,0.037,-0.176,-0.215,-0.108,-0.279,0.428571429,-0.037,-0.068,0.048,0.038,-0.009,-0.007,-0.093,-0.112,0.048,0.038,0.172,-0.001,-0.9,-0.007,2.6,-0.053,10,4,,6,8,,Yes
2020 Week 16,BUF,NE,38,9,N,N,1.33,-6.5,0.785714286,0.179,0.234,0.137,0.147,-0.002,-0.034,0.04,0.053,0.137,0.147,0.409,-0.146,-0.002,-0.034,0.052,-0.071,0.428571429,-0.067,-0.051,-0.094,-0.12,0.064,0.051,0.091,0.12,-0.094,-0.12,-0.155,-0.013,6.4,0.051,6.9,0.057,11,3,,6,8,,Yes
2020 Week 16,TEN,GB,14,40,N,N,2.7,4,0.714285714,0.09,0.122,0.235,0.253,0.097,0.098,-0.048,-0.032,0.235,0.253,0.49,0.072,0.097,0.098,0.251,-0.129,0.785714286,0.2,0.221,0.261,0.266,0.04,0.014,-0.021,-0.03,0.261,0.266,0.475,0.011,4,0.014,10.2,-0.046,10,4,,11,3,,No
2020 Week 16,PHI,DAL,17,37,N,N,1.83,-1,0.307692308,-0.157,-0.128,-0.142,-0.124,0.001,-0.012,-0.014,-0.016,-0.142,-0.124,-0.105,-0.066,0.001,-0.012,0.158,-0.186,0.357142857,-0.124,-0.114,-0.087,-0.1,0.066,0.059,0.029,0.044,-0.087,-0.1,-0.014,-0.124,6.6,0.059,13.4,-0.009,4,9,1,5,9,,No
2020 Week 16,DEN,LAC,16,19,N,N,2.6,3,0.357142857,-0.244,-0.245,-0.226,-0.219,0.007,0.029,-0.011,0.002,-0.226,-0.219,-0.162,-0.237,0.007,0.029,0.008,0.007,0.357142857,-0.203,-0.248,-0.009,-0.031,0.057,0.066,-0.138,-0.151,-0.009,-0.031,0.239,-0.28,5.7,0.066,9.8,0.004,5,9,,5,9,,No
2020 Week 16,LAR,SEA,9,20,N,N,2.15,2.5,0.642857143,0.182,0.203,0.104,0.072,-0.147,-0.2,-0.07,-0.069,0.104,0.072,0.163,0.1,-0.147,-0.2,-0.1,-0.214,0.714285714,0.166,0.154,0.143,0.106,0.042,0.02,0.065,0.067,0.143,0.106,0.324,-0.03,4.2,0.02,16.6,-0.169,9,5,,10,4,,No
