Date,Team,Opponent, Score,Opponent Score,Home,Playoff Game?, Odds Open, Line Open,Win %,Total DVOA,Weighted DVOA,Offense DVOA,Offense Weighted DVOA,Defense DVOA,Defense Weighted DVOA,Special Teams DVOA,Special Teams Weighted DVOA,OffenseDVOA,Offense WeightedDVOA,PassOffense,RushOffense,DefenseDVOA,Defense WeightedDVOA,PassDefense,RushDefense,Opponent Win %,Opponent Total DVOA,Opponent Weighted DVOA,Opponent Offense DVOA,Opponent Offense Weighted DVOA,Opponent Defense DVOA,Opponent Defense Weighted DVOA,Opponent Special Teams DVOA,Opponent Special Teams Weighted DVOA,Opponent OffenseDVOA,Opponent Offense WeightedDVOA,Opponent PassOffense,Opponent RushOffense,Opponent DefenseDVOA,Opponent Defense WeightedDVOA,Opponent PassDefense,Opponent RushDefense,Wins,Losses,Ties,Opponent Wins,Opponent Losses,Opponent Ties,Cover?
2008 Week 13,IND,CLE,10,6,N,N,1.42,-4.5,0.636363636,0.119,0.15,0.122,0.144,0.001,-0.001,-0.003,0.005,0.122,0.144,0.311,-0.032,0.001,-0.001,0.027,-0.024,0.363636364,-0.139,-0.12,-0.125,-0.108,0.076,0.075,0.063,0.063,-0.125,-0.108,-0.084,-0.029,7.6,0.075,17.8,-0.016,7,4,,4,7,,No
2008 Week 13,BAL,CIN,34,3,N,N,1.32,-7,0.636363636,0.238,0.214,-0.009,-0.008,-0.287,-0.263,-0.04,-0.04,-0.009,-0.008,0.073,0.031,-0.287,-0.263,-0.242,-0.35,0.1,-0.267,-0.258,-0.186,-0.166,0.045,0.05,-0.037,-0.042,-0.186,-0.166,-0.058,-0.285,4.5,0.05,15.6,-0.068,7,4,,1,9,1,Yes
2008 Week 13,SF,BUF,10,3,N,N,3.45,6.5,0.272727273,-0.135,-0.164,-0.167,-0.175,0.04,0.07,0.072,0.082,-0.167,-0.175,-0.113,-0.085,0.04,0.07,0.15,-0.096,0.545454545,-0.019,-0.048,-0.056,-0.075,0.05,0.069,0.087,0.095,-0.056,-0.075,0.047,-0.083,5,0.069,12,-0.034,3,8,,6,5,,Yes
2008 Week 13,ARI,PHI,20,48,N,N,2.35,3,0.636363636,0.136,0.151,0.119,0.128,-0.055,-0.063,-0.038,-0.04,0.119,0.128,0.385,-0.145,-0.055,-0.063,0.058,-0.203,0.5,0.2,0.188,0.028,0.009,-0.163,-0.171,0.01,0.008,0.028,0.009,0.102,0.01,-16.3,-0.171,-10.3,-0.23,7,4,,5,5,1,No
2008 Week 13,TEN,DET,47,10,N,N,1.14,-11,0.909090909,0.245,0.247,0.081,0.103,-0.167,-0.141,-0.004,0.003,0.081,0.103,0.234,0.009,-0.167,-0.141,-0.193,-0.136,0,-0.464,-0.439,-0.271,-0.268,0.196,0.17,0.003,-0.001,-0.271,-0.268,-0.257,-0.141,19.6,0.17,27.6,0.122,10,1,,0,11,,Yes
2008 Week 13,SEA,DAL,9,34,N,N,7,12,0.181818182,-0.223,-0.185,-0.15,-0.145,0.104,0.087,0.031,0.046,-0.15,-0.145,-0.136,-0.055,0.104,0.087,0.267,-0.091,0.636363636,-0.085,-0.13,0.014,-0.044,0.028,0.01,-0.07,-0.076,0.014,-0.044,0.085,0.092,2.8,0.01,6.2,-0.02,2,9,,7,4,,No
2008 Week 12,NO,GB,51,29,Y,N,1.91,0,0.5,0.045,0.048,0.127,0.128,0.088,0.09,0.007,0.011,0.127,0.128,0.293,-0.01,0.088,0.09,0.22,-0.091,0.5,0.235,0.273,0.102,0.125,-0.098,-0.114,0.034,0.034,0.102,0.125,0.318,-0.027,-9.8,-0.114,-24.4,0.063,5,5,,5,5,,Yes
2008 Week 12,TEN,NYJ,13,34,Y,N,1.42,-5.5,1,0.276,0.282,0.068,0.087,-0.212,-0.191,-0.004,0.005,0.068,0.087,0.194,0.032,-0.212,-0.191,-0.264,-0.145,0.7,0.056,0.065,-0.007,0.002,-0.009,0.001,0.054,0.064,-0.007,0.002,0.018,0.1,-0.9,0.001,11.8,-0.196,10,0,,7,3,,No
2008 Week 12,STL,CHI,3,27,Y,N,3.7,7.5,0.2,-0.508,-0.477,-0.283,-0.274,0.216,0.194,-0.009,-0.01,-0.283,-0.274,-0.261,-0.194,0.216,0.194,0.348,0.098,0.5,0.023,-0.012,-0.016,-0.016,-0.043,-0.018,-0.004,-0.013,-0.016,-0.016,0.146,-0.081,-4.3,-0.018,6.3,-0.195,2,8,,5,5,,No
2008 Week 12,SEA,WAS,17,20,Y,N,2.35,3,0.2,-0.213,-0.195,-0.134,-0.135,0.102,0.096,0.024,0.037,-0.134,-0.135,-0.087,-0.081,0.102,0.096,0.259,-0.096,0.6,0.145,0.112,0.131,0.097,-0.056,-0.051,-0.042,-0.036,0.131,0.097,0.216,0.116,-5.6,-0.051,0.4,-0.138,2,8,,6,4,,No
2008 Week 12,SD,IND,20,23,Y,N,1.67,-3,0.4,0.035,-0.006,0.17,0.148,0.159,0.183,0.023,0.029,0.17,0.148,0.474,-0.092,0.159,0.183,0.238,0.03,0.6,0.14,0.168,0.138,0.159,-0.012,-0.013,-0.01,-0.004,0.138,0.159,0.297,0.018,-1.2,-0.013,0,-0.023,4,6,,6,4,,No
2008 Week 12,MIA,NE,28,48,Y,N,2.15,2,0.6,0.053,0.051,0.135,0.141,-0.026,-0.016,-0.107,-0.106,0.135,0.141,0.299,0.018,-0.026,-0.016,0.095,-0.177,0.6,-0.016,0.006,0.04,0.062,0.071,0.057,0.015,0.001,0.04,0.062,0.073,0.04,7.1,0.057,26.5,-0.147,6,4,,6,4,,No
2008 Week 12,KC,BUF,31,54,Y,N,2.4,3,0.1,-0.379,-0.348,-0.158,-0.119,0.152,0.157,-0.068,-0.071,-0.158,-0.119,-0.045,-0.224,0.152,0.157,0.241,0.067,0.5,-0.026,-0.057,-0.082,-0.104,0.021,0.036,0.077,0.083,-0.082,-0.104,-0.026,-0.069,2.1,0.036,8.2,-0.046,1,9,,5,5,,No
2008 Week 12,JAX,MIN,12,30,Y,N,1.74,-2,0.4,0.044,0.04,0.073,0.077,0.059,0.063,0.029,0.026,0.073,0.077,0.192,-0.008,0.059,0.063,0.182,-0.085,0.5,-0.043,-0.071,-0.094,-0.112,-0.187,-0.182,-0.137,-0.141,-0.094,-0.112,-0.022,-0.083,-18.7,-0.182,-14.3,-0.253,4,6,,5,5,,No
2008 Week 12,DET,TB,20,38,Y,N,3.9,8,0,-0.432,-0.411,-0.237,-0.235,0.216,0.197,0.021,0.022,-0.237,-0.235,-0.204,-0.164,0.216,0.197,0.292,0.144,0.7,0.159,0.145,0.018,0.032,-0.149,-0.124,-0.009,-0.011,0.018,0.032,0.225,-0.159,-14.9,-0.124,-12.7,-0.177,0,10,,7,3,,No
2008 Week 12,DEN,OAK,10,31,Y,N,1.28,-8.5,0.6,0.009,0.022,0.17,0.161,0.14,0.125,-0.021,-0.013,0.17,0.161,0.274,0.109,0.14,0.125,0.237,0.036,0.2,-0.352,-0.375,-0.363,-0.38,0.023,0.021,0.034,0.026,-0.363,-0.38,-0.388,-0.194,2.3,0.021,-5.8,0.091,6,4,,2,8,,No
2008 Week 12,DAL,SF,35,22,Y,N,1.22,-9.5,0.6,-0.084,-0.146,0.009,-0.053,0.014,0.005,-0.079,-0.088,0.009,-0.053,0.04,0.111,0.014,0.005,0.022,0.003,0.3,-0.107,-0.124,-0.173,-0.184,0.015,0.032,0.081,0.093,-0.173,-0.184,-0.136,-0.054,1.5,0.032,9.4,-0.081,6,4,,3,7,,Yes
2008 Week 12,CLE,HOU,6,16,Y,N,1.67,-3,0.4,-0.082,-0.054,-0.053,-0.026,0.097,0.097,0.069,0.069,-0.053,-0.026,0.025,0.002,0.097,0.097,0.181,0.02,0.3,-0.125,-0.107,0.039,0.049,0.206,0.204,0.042,0.049,0.039,0.049,0.148,0.002,20.6,0.204,29.5,0.114,4,6,,3,7,,No
2008 Week 12,BAL,PHI,36,7,Y,N,1.74,-2,0.6,0.219,0.193,0,0.003,-0.243,-0.214,-0.024,-0.024,0,0.003,0.059,0.055,-0.243,-0.214,-0.151,-0.367,0.555555556,0.237,0.231,0.086,0.081,-0.158,-0.16,-0.007,-0.01,0.086,0.081,0.197,0.01,-15.8,-0.16,-10.9,-0.218,6,4,,5,4,1,Yes
2008 Week 12,ATL,CAR,45,28,Y,N,1.91,0,0.6,0.094,0.091,0.114,0.112,0.035,0.031,0.015,0.01,0.114,0.112,0.37,-0.024,0.035,0.031,0.043,0.025,0.8,0.131,0.159,-0.006,0.008,-0.121,-0.131,0.016,0.02,-0.006,0.008,0.096,0.061,-12.1,-0.131,-20.8,-0.013,6,4,,8,2,,Yes
2008 Week 12,ARI,NYG,29,37,Y,N,2.4,3,0.7,0.151,0.164,0.126,0.133,-0.058,-0.066,-0.033,-0.035,0.126,0.133,0.414,-0.13,-0.058,-0.066,0.039,-0.186,0.9,0.372,0.387,0.214,0.203,-0.121,-0.146,0.038,0.039,0.214,0.203,0.289,0.224,-12.1,-0.146,-12.4,-0.117,7,3,,9,1,,No
2008 Week 12,GB,NO,29,51,N,N,1.91,0,0.5,0.235,0.273,0.102,0.125,-0.098,-0.114,0.034,0.034,0.102,0.125,0.318,-0.027,-0.098,-0.114,-0.244,0.063,0.5,0.045,0.048,0.127,0.128,0.088,0.09,0.007,0.011,0.127,0.128,0.293,-0.01,8.8,0.09,22,-0.091,5,5,,5,5,,No
2008 Week 12,NYJ,TEN,34,13,N,N,3,5.5,0.7,0.056,0.065,-0.007,0.002,-0.009,0.001,0.054,0.064,-0.007,0.002,0.018,0.1,-0.009,0.001,0.118,-0.196,1,0.276,0.282,0.068,0.087,-0.212,-0.191,-0.004,0.005,0.068,0.087,0.194,0.032,-21.2,-0.191,-26.4,-0.145,7,3,,10,0,,Yes
2008 Week 12,CHI,STL,27,3,N,N,1.3,-7.5,0.5,0.023,-0.012,-0.016,-0.016,-0.043,-0.018,-0.004,-0.013,-0.016,-0.016,0.146,-0.081,-0.043,-0.018,0.063,-0.195,0.2,-0.508,-0.477,-0.283,-0.274,0.216,0.194,-0.009,-0.01,-0.283,-0.274,-0.261,-0.194,21.6,0.194,34.8,0.098,5,5,,2,8,,Yes
2008 Week 12,WAS,SEA,20,17,N,N,1.65,-3,0.6,0.145,0.112,0.131,0.097,-0.056,-0.051,-0.042,-0.036,0.131,0.097,0.216,0.116,-0.056,-0.051,0.004,-0.138,0.2,-0.213,-0.195,-0.134,-0.135,0.102,0.096,0.024,0.037,-0.134,-0.135,-0.087,-0.081,10.2,0.096,25.9,-0.096,6,4,,2,8,,No
2008 Week 12,IND,SD,23,20,N,N,2.3,3,0.6,0.14,0.168,0.138,0.159,-0.012,-0.013,-0.01,-0.004,0.138,0.159,0.297,0.018,-0.012,-0.013,0,-0.023,0.4,0.035,-0.006,0.17,0.148,0.159,0.183,0.023,0.029,0.17,0.148,0.474,-0.092,15.9,0.183,23.8,0.03,6,4,,4,6,,Yes
2008 Week 12,NE,MIA,48,28,N,N,1.74,-2,0.6,-0.016,0.006,0.04,0.062,0.071,0.057,0.015,0.001,0.04,0.062,0.073,0.04,0.071,0.057,0.265,-0.147,0.6,0.053,0.051,0.135,0.141,-0.026,-0.016,-0.107,-0.106,0.135,0.141,0.299,0.018,-2.6,-0.016,9.5,-0.177,6,4,,6,4,,Yes
2008 Week 12,BUF,KC,54,31,N,N,1.63,-3,0.5,-0.026,-0.057,-0.082,-0.104,0.021,0.036,0.077,0.083,-0.082,-0.104,-0.026,-0.069,0.021,0.036,0.082,-0.046,0.1,-0.379,-0.348,-0.158,-0.119,0.152,0.157,-0.068,-0.071,-0.158,-0.119,-0.045,-0.224,15.2,0.157,24.1,0.067,5,5,,1,9,,Yes
2008 Week 12,MIN,JAX,30,12,N,N,2.15,2,0.5,-0.043,-0.071,-0.094,-0.112,-0.187,-0.182,-0.137,-0.141,-0.094,-0.112,-0.022,-0.083,-0.187,-0.182,-0.143,-0.253,0.4,0.044,0.04,0.073,0.077,0.059,0.063,0.029,0.026,0.073,0.077,0.192,-0.008,5.9,0.063,18.2,-0.085,5,5,,4,6,,Yes
2008 Week 12,TB,DET,38,20,N,N,1.29,-8,0.7,0.159,0.145,0.018,0.032,-0.149,-0.124,-0.009,-0.011,0.018,0.032,0.225,-0.159,-0.149,-0.124,-0.127,-0.177,0,-0.432,-0.411,-0.237,-0.235,0.216,0.197,0.021,0.022,-0.237,-0.235,-0.204,-0.164,21.6,0.197,29.2,0.144,7,3,,0,10,,Yes
2008 Week 12,OAK,DEN,31,10,N,N,3.9,8.5,0.2,-0.352,-0.375,-0.363,-0.38,0.023,0.021,0.034,0.026,-0.363,-0.38,-0.388,-0.194,0.023,0.021,-0.058,0.091,0.6,0.009,0.022,0.17,0.161,0.14,0.125,-0.021,-0.013,0.17,0.161,0.274,0.109,14,0.125,23.7,0.036,2,8,,6,4,,Yes
2008 Week 12,SF,DAL,22,35,N,N,4.5,9.5,0.3,-0.107,-0.124,-0.173,-0.184,0.015,0.032,0.081,0.093,-0.173,-0.184,-0.136,-0.054,0.015,0.032,0.094,-0.081,0.6,-0.084,-0.146,0.009,-0.053,0.014,0.005,-0.079,-0.088,0.009,-0.053,0.04,0.111,1.4,0.005,2.2,0.003,3,7,,6,4,,No
2008 Week 12,HOU,CLE,16,6,N,N,2.3,3,0.3,-0.125,-0.107,0.039,0.049,0.206,0.204,0.042,0.049,0.039,0.049,0.148,0.002,0.206,0.204,0.295,0.114,0.4,-0.082,-0.054,-0.053,-0.026,0.097,0.097,0.069,0.069,-0.053,-0.026,0.025,0.002,9.7,0.097,18.1,0.02,3,7,,4,6,,Yes
2008 Week 12,PHI,BAL,7,36,N,N,2.15,2,0.555555556,0.237,0.231,0.086,0.081,-0.158,-0.16,-0.007,-0.01,0.086,0.081,0.197,0.01,-0.158,-0.16,-0.109,-0.218,0.6,0.219,0.193,0,0.003,-0.243,-0.214,-0.024,-0.024,0,0.003,0.059,0.055,-24.3,-0.214,-15.1,-0.367,5,4,1,6,4,,No
2008 Week 12,CAR,ATL,28,45,N,N,1.91,0,0.8,0.131,0.159,-0.006,0.008,-0.121,-0.131,0.016,0.02,-0.006,0.008,0.096,0.061,-0.121,-0.131,-0.208,-0.013,0.6,0.094,0.091,0.114,0.112,0.035,0.031,0.015,0.01,0.114,0.112,0.37,-0.024,3.5,0.031,4.3,0.025,8,2,,6,4,,No
2008 Week 12,NYG,ARI,37,29,N,N,1.63,-3,0.9,0.372,0.387,0.214,0.203,-0.121,-0.146,0.038,0.039,0.214,0.203,0.289,0.224,-0.121,-0.146,-0.124,-0.117,0.7,0.151,0.164,0.126,0.133,-0.058,-0.066,-0.033,-0.035,0.126,0.133,0.414,-0.13,-5.8,-0.066,3.9,-0.186,9,1,,7,3,,Yes
2008 Week 11,PIT,CIN,27,10,Y,N,1.13,-11.5,0.666666667,0.155,0.144,-0.1,-0.101,-0.252,-0.246,0.002,-0.001,-0.1,-0.101,-0.069,-0.014,-0.252,-0.246,-0.197,-0.336,0.111111111,-0.351,-0.357,-0.213,-0.21,0.096,0.106,-0.041,-0.042,-0.213,-0.21,-0.1,-0.266,9.6,0.106,25.5,-0.051,6,3,,1,8,,Yes
2008 Week 11,BUF,CLE,27,29,Y,N,1.44,-5,0.555555556,-0.022,-0.059,-0.055,-0.075,0.015,0.032,0.048,0.048,-0.055,-0.075,0.059,-0.099,0.015,0.032,0.093,-0.07,0.333333333,-0.12,-0.084,-0.09,-0.067,0.13,0.119,0.1,0.101,-0.09,-0.067,0.003,-0.039,13,0.119,25.3,0.01,5,4,,3,6,,No
2008 Week 11,WAS,DAL,10,14,Y,N,2.1,2,0.666666667,0.165,0.141,0.158,0.135,-0.053,-0.042,-0.046,-0.036,0.158,0.135,0.272,0.124,-0.053,-0.042,0.008,-0.14,0.555555556,-0.137,-0.213,-0.005,-0.062,0.054,0.058,-0.078,-0.093,-0.005,-0.062,0.029,0.093,5.4,0.058,7.9,0.021,6,3,,5,4,,No
2008 Week 11,TB,MIN,19,13,Y,N,1.43,-5,0.666666667,0.113,0.1,-0.028,-0.026,-0.152,-0.139,-0.011,-0.014,-0.028,-0.026,0.16,-0.175,-0.152,-0.139,-0.129,-0.182,0.555555556,-0.008,-0.032,-0.081,-0.102,-0.223,-0.222,-0.149,-0.153,-0.081,-0.102,-0.008,-0.077,-22.3,-0.222,-20.2,-0.254,6,3,,5,4,,Yes
2008 Week 11,SEA,ARI,20,26,Y,N,2.3,3,0.222222222,-0.196,-0.166,-0.08,-0.07,0.13,0.122,0.014,0.027,-0.08,-0.07,0.008,-0.057,0.13,0.122,0.32,-0.096,0.666666667,0.126,0.111,0.161,0.164,-0.007,0.008,-0.042,-0.045,0.161,0.164,0.478,-0.133,-0.7,0.008,11.3,-0.162,2,7,,6,3,,No
2008 Week 11,SF,STL,35,16,Y,N,1.33,-7,0.222222222,-0.121,-0.14,-0.212,-0.23,-0.02,-0.007,0.072,0.083,-0.212,-0.23,-0.231,-0.007,-0.02,-0.007,0.063,-0.113,0.222222222,-0.509,-0.474,-0.31,-0.301,0.205,0.179,0.006,0.007,-0.31,-0.301,-0.291,-0.226,20.5,0.179,28.8,0.13,2,7,,2,7,,Yes
2008 Week 11,PIT,SD,11,10,Y,N,1.45,-4.5,0.666666667,0.155,0.144,-0.1,-0.101,-0.252,-0.246,0.002,-0.001,-0.1,-0.101,-0.069,-0.014,-0.252,-0.246,-0.197,-0.336,0.444444444,0.066,0.033,0.2,0.18,0.157,0.17,0.023,0.023,0.2,0.18,0.56,-0.125,15.7,0.17,23.6,0.026,6,3,,4,5,,No
2008 Week 11,NYG,BAL,30,10,Y,N,1.32,-7,0.888888889,0.347,0.345,0.193,0.181,-0.108,-0.116,0.046,0.048,0.193,0.181,0.271,0.208,-0.108,-0.116,-0.11,-0.104,0.666666667,0.244,0.221,0.01,0.012,-0.251,-0.224,-0.017,-0.015,0.01,0.012,0.056,0.071,-25.1,-0.224,-14.3,-0.412,8,1,,6,3,,Yes
2008 Week 11,MIA,OAK,17,15,Y,N,1.21,-10,0.555555556,0.07,0.082,0.115,0.124,-0.048,-0.049,-0.093,-0.091,0.115,0.124,0.279,-0.004,-0.048,-0.049,0.055,-0.178,0.222222222,-0.362,-0.391,-0.362,-0.381,0.008,0.004,0.008,-0.006,-0.362,-0.381,-0.412,-0.191,0.8,0.004,-9.6,0.097,5,4,,2,7,,No
2008 Week 11,KC,NO,20,30,Y,N,3.2,6,0.111111111,-0.362,-0.318,-0.142,-0.098,0.155,0.153,-0.065,-0.067,-0.142,-0.098,-0.034,-0.197,0.155,0.153,0.259,0.058,0.444444444,0.021,0.026,0.125,0.129,0.1,0.094,-0.004,-0.009,0.125,0.129,0.315,-0.04,10,0.094,22.8,-0.069,1,8,,4,5,,No
2008 Week 11,JAX,TEN,14,24,Y,N,2.2,3,0.444444444,0.053,0.054,0.076,0.088,0.055,0.064,0.032,0.03,0.076,0.088,0.182,-0.002,0.055,0.064,0.16,-0.073,1,0.256,0.269,0.061,0.087,-0.208,-0.184,-0.013,-0.001,0.061,0.087,0.164,0.043,-20.8,-0.184,-24.2,-0.161,4,5,,9,0,,No
2008 Week 11,IND,HOU,33,27,Y,N,1.29,-7.5,0.555555556,0.14,0.174,0.14,0.162,-0.011,-0.015,-0.011,-0.003,0.14,0.162,0.299,0.025,-0.011,-0.015,0.027,-0.046,0.333333333,-0.133,-0.113,0.027,0.039,0.199,0.198,0.04,0.047,0.027,0.039,0.142,-0.024,19.9,0.198,28.4,0.114,5,4,,3,6,,No
2008 Week 11,GB,CHI,37,3,Y,N,1.56,-3.5,0.444444444,0.195,0.213,0.056,0.059,-0.104,-0.123,0.035,0.031,0.056,0.059,0.265,-0.088,-0.104,-0.123,-0.26,0.066,0.555555556,0.096,0.073,0.012,0.011,-0.097,-0.084,-0.013,-0.022,0.012,0.011,0.165,-0.038,-9.7,-0.084,0.9,-0.263,4,5,,5,4,,Yes
2008 Week 11,CIN,PHI,13,13,Y,N,4.3,9,0.111111111,-0.351,-0.357,-0.213,-0.21,0.096,0.106,-0.041,-0.042,-0.213,-0.21,-0.1,-0.266,0.096,0.106,0.255,-0.051,0.555555556,0.318,0.33,0.164,0.167,-0.149,-0.161,0.005,0.002,0.164,0.167,0.32,0.026,-14.9,-0.161,-10,-0.204,1,8,,5,4,,Yes
2008 Week 11,CIN,PIT,10,27,N,N,7,11.5,0.111111111,-0.351,-0.357,-0.213,-0.21,0.096,0.106,-0.041,-0.042,-0.213,-0.21,-0.1,-0.266,0.096,0.106,0.255,-0.051,0.666666667,0.155,0.144,-0.1,-0.101,-0.252,-0.246,0.002,-0.001,-0.1,-0.101,-0.069,-0.014,-25.2,-0.246,-19.7,-0.336,1,8,,6,3,,No
2008 Week 11,CLE,BUF,29,27,N,N,2.85,5,0.333333333,-0.12,-0.084,-0.09,-0.067,0.13,0.119,0.1,0.101,-0.09,-0.067,0.003,-0.039,0.13,0.119,0.253,0.01,0.555555556,-0.022,-0.059,-0.055,-0.075,0.015,0.032,0.048,0.048,-0.055,-0.075,0.059,-0.099,1.5,0.032,9.3,-0.07,3,6,,5,4,,Yes
2008 Week 11,DAL,WAS,14,10,N,N,1.77,-2,0.555555556,-0.137,-0.213,-0.005,-0.062,0.054,0.058,-0.078,-0.093,-0.005,-0.062,0.029,0.093,0.054,0.058,0.079,0.021,0.666666667,0.165,0.141,0.158,0.135,-0.053,-0.042,-0.046,-0.036,0.158,0.135,0.272,0.124,-5.3,-0.042,0.8,-0.14,5,4,,6,3,,Yes
2008 Week 11,MIN,TB,13,19,N,N,2.95,5,0.555555556,-0.008,-0.032,-0.081,-0.102,-0.223,-0.222,-0.149,-0.153,-0.081,-0.102,-0.008,-0.077,-0.223,-0.222,-0.202,-0.254,0.666666667,0.113,0.1,-0.028,-0.026,-0.152,-0.139,-0.011,-0.014,-0.028,-0.026,0.16,-0.175,-15.2,-0.139,-12.9,-0.182,5,4,,6,3,,No
2008 Week 11,ARI,SEA,26,20,N,N,1.67,-3,0.666666667,0.126,0.111,0.161,0.164,-0.007,0.008,-0.042,-0.045,0.161,0.164,0.478,-0.133,-0.007,0.008,0.113,-0.162,0.222222222,-0.196,-0.166,-0.08,-0.07,0.13,0.122,0.014,0.027,-0.08,-0.07,0.008,-0.057,13,0.122,32,-0.096,6,3,,2,7,,Yes
2008 Week 11,STL,SF,16,35,N,N,3.5,7,0.222222222,-0.509,-0.474,-0.31,-0.301,0.205,0.179,0.006,0.007,-0.31,-0.301,-0.291,-0.226,0.205,0.179,0.288,0.13,0.222222222,-0.121,-0.14,-0.212,-0.23,-0.02,-0.007,0.072,0.083,-0.212,-0.23,-0.231,-0.007,-2,-0.007,6.3,-0.113,2,7,,2,7,,No
2008 Week 11,SD,PIT,10,11,N,N,2.85,4.5,0.444444444,0.066,0.033,0.2,0.18,0.157,0.17,0.023,0.023,0.2,0.18,0.56,-0.125,0.157,0.17,0.236,0.026,0.666666667,0.155,0.144,-0.1,-0.101,-0.252,-0.246,0.002,-0.001,-0.1,-0.101,-0.069,-0.014,-25.2,-0.246,-19.7,-0.336,4,5,,6,3,,Yes
2008 Week 11,BAL,NYG,10,30,N,N,3.6,7,0.666666667,0.244,0.221,0.01,0.012,-0.251,-0.224,-0.017,-0.015,0.01,0.012,0.056,0.071,-0.251,-0.224,-0.143,-0.412,0.888888889,0.347,0.345,0.193,0.181,-0.108,-0.116,0.046,0.048,0.193,0.181,0.271,0.208,-10.8,-0.116,-11,-0.104,6,3,,8,1,,No
2008 Week 11,OAK,MIA,15,17,N,N,4.75,10,0.222222222,-0.362,-0.391,-0.362,-0.381,0.008,0.004,0.008,-0.006,-0.362,-0.381,-0.412,-0.191,0.008,0.004,-0.096,0.097,0.555555556,0.07,0.082,0.115,0.124,-0.048,-0.049,-0.093,-0.091,0.115,0.124,0.279,-0.004,-4.8,-0.049,5.5,-0.178,2,7,,5,4,,Yes
2008 Week 11,NO,KC,30,20,N,N,1.38,-6,0.444444444,0.021,0.026,0.125,0.129,0.1,0.094,-0.004,-0.009,0.125,0.129,0.315,-0.04,0.1,0.094,0.228,-0.069,0.111111111,-0.362,-0.318,-0.142,-0.098,0.155,0.153,-0.065,-0.067,-0.142,-0.098,-0.034,-0.197,15.5,0.153,25.9,0.058,4,5,,1,8,,Yes
2008 Week 11,TEN,JAX,24,14,N,N,1.71,-3,1,0.256,0.269,0.061,0.087,-0.208,-0.184,-0.013,-0.001,0.061,0.087,0.164,0.043,-0.208,-0.184,-0.242,-0.161,0.444444444,0.053,0.054,0.076,0.088,0.055,0.064,0.032,0.03,0.076,0.088,0.182,-0.002,5.5,0.064,16,-0.073,9,0,,4,5,,Yes
2008 Week 11,HOU,IND,27,33,N,N,3.8,7.5,0.333333333,-0.133,-0.113,0.027,0.039,0.199,0.198,0.04,0.047,0.027,0.039,0.142,-0.024,0.199,0.198,0.284,0.114,0.555555556,0.14,0.174,0.14,0.162,-0.011,-0.015,-0.011,-0.003,0.14,0.162,0.299,0.025,-1.1,-0.015,2.7,-0.046,3,6,,5,4,,Yes
2008 Week 11,CHI,GB,3,37,N,N,2.6,3.5,0.555555556,0.096,0.073,0.012,0.011,-0.097,-0.084,-0.013,-0.022,0.012,0.011,0.165,-0.038,-0.097,-0.084,0.009,-0.263,0.444444444,0.195,0.213,0.056,0.059,-0.104,-0.123,0.035,0.031,0.056,0.059,0.265,-0.088,-10.4,-0.123,-26,0.066,5,4,,4,5,,No
2008 Week 11,PHI,CIN,13,13,N,N,1.25,-9,0.555555556,0.318,0.33,0.164,0.167,-0.149,-0.161,0.005,0.002,0.164,0.167,0.32,0.026,-0.149,-0.161,-0.1,-0.204,0.111111111,-0.351,-0.357,-0.213,-0.21,0.096,0.106,-0.041,-0.042,-0.213,-0.21,-0.1,-0.266,9.6,0.106,25.5,-0.051,5,4,,1,8,,No
2008 Week 10,CAR,DET,31,22,Y,N,1.12,-14,0.75,0.119,0.127,0.027,0.033,-0.095,-0.098,-0.004,-0.005,0.027,0.033,0.286,-0.025,-0.095,-0.098,-0.148,-0.025,0,-0.334,-0.318,-0.198,-0.211,0.164,0.139,0.029,0.031,-0.198,-0.211,-0.124,-0.169,16.4,0.139,28.7,0.044,6,2,,0,8,,No
2008 Week 10,ATL,DEN,20,24,Y,N,1.36,-6.5,0.625,0.097,0.098,0.12,0.113,0.039,0.027,0.015,0.012,0.12,0.113,0.341,0.013,0.039,0.027,0.067,0.003,0.5,-0.068,-0.082,0.126,0.103,0.18,0.183,-0.013,-0.002,0.126,0.103,0.22,0.053,18,0.183,27.1,0.079,5,3,,4,4,,No
2008 Week 10,NE,NYJ,31,34,Y,N,1.63,-3,0.625,-0.077,-0.092,-0.015,-0.017,0.127,0.137,0.066,0.062,-0.015,-0.017,-0.051,0.065,0.127,0.137,0.343,-0.117,0.625,-0.036,-0.039,-0.058,-0.061,-0.015,-0.004,0.007,0.018,-0.058,-0.061,-0.052,0.088,-1.5,-0.004,10.8,-0.186,5,3,,5,3,,No
2008 Week 10,ARI,SF,29,24,Y,N,1.23,-10,0.625,0.154,0.144,0.135,0.138,-0.027,-0.013,-0.009,-0.008,0.135,0.138,0.401,-0.09,-0.027,-0.013,0.085,-0.174,0.25,-0.119,-0.126,-0.189,-0.195,-0.036,-0.032,0.034,0.037,-0.189,-0.195,-0.208,0.009,-3.6,-0.032,0.5,-0.079,5,3,,2,6,,No
2008 Week 10,SD,KC,20,19,Y,N,1.11,-14.5,0.375,0.093,0.072,0.205,0.194,0.13,0.138,0.019,0.015,0.205,0.194,0.57,-0.117,0.13,0.138,0.174,0.06,0.125,-0.455,-0.442,-0.203,-0.182,0.171,0.173,-0.081,-0.087,-0.203,-0.182,-0.157,-0.173,17.1,0.173,29.1,0.066,3,5,,1,7,,No
